// <0000> 瑚太朗
<0074> 「ほほぅ、一年女子か」

// <0075> ちはや
<0075> ちはや

// <0076> 「どこに食いついてるんです？」
<0076> 「どこに食いついてるんです？」

// <0077> 小鳥
<0077> 小鳥

// <0078> 「でも、これはあたくし様情報の裏が取れたと見てよろしいかと」
<0078> 「でも、これはあたくし様情報の裏が取れたと見てよろしいかと」

// <0079> 瑚太朗
<0079> 瑚太朗

// <0080> 「そうだな…よし、行ってみよう」
<0080> 「そうだな…よし、行ってみよう」

// <0081> 朱音
<0081> 朱音

// <0082> 「私は後から行くわ」
<0082> 「私は後から行くわ」

// <0083> 瑚太朗
<0083> 瑚太朗

// <0084> 「え、そもそも来るんですか？」
<0084> 「え、そもそも来るんですか？」

// <0085> 朱音
<0085> 朱音

// <0086> 「ほっといていいならそれでいいけど」
<0086> 「ほっといていいならそれでいいけど」

// <0087> 瑚太朗
<0087> 瑚太朗

// <0088> 「や、そりゃ来てもらった方がいいですけど…」
<0088> 「や、そりゃ来てもらった方がいいですけど…」

// <0089> ちはや
<0089> ちはや

// <0090> 「最初から来てくれた方が何かと助かるんですけどー」
<0090> 「最初から来てくれた方が何かと助かるんですけどー」

// <0091> 朱音
<0091> 朱音

// <0092> 「その廃墟はどこの管理下なのかしらね。交番の中まで調査したいなら、私は何もせずただ付いて行くわ」
<0092> 「その廃墟はどこの管理下なのかしらね。交番の中まで調査したいなら、私は何もせずただ付いて行くわ」

// <0093> 要は根回ししといてくれるって事か。
<0093> 要は根回ししといてくれるって事か。

// <0094> 瑚太朗
<0094> 瑚太朗

// <0095> 「いや…じゃ、お願いします」
<0095> 「いや…じゃ、お願いします」

// <0096> 朱音
<0096> 朱音

// <0097> 「…ええ」
<0097> 「…ええ」

// <0098> ルチア
<0098> ルチア

// <0099> 「廃墟か…不良のたまり場なんかになってなければいいんだが」
<0099> 「廃墟か…不良のたまり場なんかになってなければいいんだが」

// <0100> 瑚太朗
<0100> 瑚太朗

// <0101> 「まあ前衛２支援・回復２のＰＴだから余裕だろ」
<0101> 「まあ前衛２支援・回復２のＰＴだから余裕だろ」

// <0102> 前衛。
<0102> 前衛。

// <0103> 支援・回復。
<0103> 支援・回復。

// <0104> 小鳥
<0104> 小鳥

// <0105> 「…瑚太朗くんは？」
<0105> 「…瑚太朗くんは？」

// <0106> 瑚太朗
<0106> 瑚太朗

// <0107> 「俺は勇気が最大の武器な人で」
<0107> 「俺は勇気が最大の武器な人で」

// <0108> 小鳥
<0108> 小鳥

// <0109> 「村人？」
<0109> 「村人？」

// <0110> ルチア
<0110> ルチア

// <0111> 「村人か」
<0111> 「村人か」

// <0112> ちはや
<0112> ちはや

// <0113> 「村人ですね」
<0113> 「村人ですね」

// <0114> 瑚太朗
<0114> 瑚太朗

// <0115> 「………」
<0115> 「………」

// <0116> 瑚太朗
<0116> 瑚太朗

// <0117> 「静流…お前だけが頼りだ」
<0117> 「静流…お前だけが頼りだ」

// <0118> 静流
<0118> 静流

// <0119> 「………」
<0119> 「………」

// <0120> 静流
<0120> 静流

// <0121> 「………」
<0121> 「………」

// <0122> 静流
<0122> 静流

// <0123> 「お…おはなやさん」
<0123> 「お…おはなやさん」

// <0124> つまるところ村人だった。
<0124> つまるところ村人だった。

// <0125> 瑚太朗
<0125> 瑚太朗

// <0126> 「で、ここか」
<0126> 「で、ここか」

// <0127> 住宅街にまぎれるように存在する林。
<0127> 住宅街にまぎれるように存在する林。

// <0128> 風祭じゃ珍しくない光景だ。放置されている土地は例外なく林になる。
<0128> 風祭じゃ珍しくない光景だ。放置されている土地は例外なく林になる。

// <0129> 瑚太朗
<0129> 瑚太朗

// <0130> 「………」
<0130> 「………」

// <0131> メンバーの足取りは重い。
<0131> メンバーの足取りは重い。

// <0132> 正直、俺にしたってそうだ。長年放置されてるといっても、通報されたりする可能性だってある。
<0132> 正直、俺にしたってそうだ。長年放置されてるといっても、通報されたりする可能性だってある。

// <0133> 会長の謎の権力も、管理者へはともかく国家権力まで影響を及ぼすものなのかどうか…。
<0133> 会長の謎の権力も、管理者へはともかく国家権力まで影響を及ぼすものなのかどうか…。

// <0134> 瑚太朗
<0134> 瑚太朗

// <0135> （しゃーない…ここは一つ何かで活気付けるか…）
<0135> （しゃーない…ここは一つ何かで活気付けるか…）

// <0136> 瑚太朗
<0136> 瑚太朗

// <0137> 「小鳥」
<0137> 「小鳥」

// <0138> 小鳥
<0138> 小鳥

// <0139> 「うん？」
<0139> 「うん？」

// <0140> 瑚太朗
<0140> 瑚太朗

// <0141> 「なんかこう、一発で場が和むネタでも一つ頼む。みな恐怖に怯えているようだ」
<0141> 「なんかこう、一発で場が和むネタでも一つ頼む。みな恐怖に怯えているようだ」

// <0142> 小鳥
<0142> 小鳥

// <0143> 「それは瑚太朗君の仕事じゃ…」
<0143> 「それは瑚太朗君の仕事じゃ…」

// <0144> 瑚太朗
<0144> 瑚太朗

// <0145> 「小鳥ギャグのほうが相応しいだろ…癒し的な意味で」
<0145> 「小鳥ギャグのほうが相応しいだろ…癒し的な意味で」

// <0146> 小鳥
<0146> 小鳥

// <0147> 「あたしが本気出したら腹抱えちまって行軍不能だ」
<0147> 「あたしが本気出したら腹抱えちまって行軍不能だ」

// <0148> 瑚太朗
<0148> 瑚太朗

// <0149> 「ああ、うん…その感じで頼む（生返事）」
<0149> 「ああ、うん…その感じで頼む（生返事）」

// <0150> 小鳥
<0150> 小鳥

// <0151> 「じゃあ…」
<0151> 「じゃあ…」

// <0152> 小鳥
<0152> 小鳥

// <0153> 「小学校の頃の体育教師の鷲塚先生が組体操のときに掛ける号令の真似」
<0153> 「小学校の頃の体育教師の鷲塚先生が組体操のときに掛ける号令の真似」

// <0154> 小鳥
<0154> 小鳥

// <0155> 「赤塚基準…
<0155> 「赤塚基準…

// <0156> 組体操の隊形に…
<0156> 組体操の隊形に…

// <0157> 開け！（擦れ声）」
<0157> 開け！（擦れ声）」

// <0158> ルチア
<0158> ルチア

// <0159> 「…なんだそれは」
<0159> 「…なんだそれは」

// <0160> 静流
<0160> 静流

// <0161> 「………」
<0161> 「………」

// <0162> 瑚太朗
<0162> 瑚太朗

// <0163> 「ああ、うん…昔懐かしいな…」
<0163> 「ああ、うん…昔懐かしいな…」

// <0164> ローカルネタ過ぎた。
<0164> ローカルネタ過ぎた。

// <0165> 小鳥
<0165> 小鳥

// <0166> 「あは、超似てた」
<0166> 「あは、超似てた」

// <0167> 瑚太朗
<0167> 瑚太朗

// <0168> 「ああ、再現度は高かったが…」
<0168> 「ああ、再現度は高かったが…」

// <0169> 鷲塚先生はもうちょっと若々しかった気もするが…。
<0169> 鷲塚先生はもうちょっと若々しかった気もするが…。

// <0170> 小鳥
<0170> 小鳥

// <0171> 「小学校の頃の最高の持ちネタだ」
<0171> 「小学校の頃の最高の持ちネタだ」

// <0172> 瑚太朗
<0172> 瑚太朗

// <0173> 「そうね…」
<0173> 「そうね…」

// <0174> 残念だが失敗に終わったようだ。
<0174> 残念だが失敗に終わったようだ。

// <0175> ちはや
<0175> ちはや

// <0176> 「あはははなんですそれっ」
<0176> 「あはははなんですそれっ」

// <0177> 沸点の低い人には大受けだったようだ。
<0177> 沸点の低い人には大受けだったようだ。

// <0178> 小鳥
<0178> 小鳥

// <0179> 「さすがー、ちーちゃんは違いのわかる女だねっ」
<0179> 「さすがー、ちーちゃんは違いのわかる女だねっ」

// <0180> 瑚太朗
<0180> 瑚太朗

// <0181> 「ああ、うん…」
<0181> 「ああ、うん…」

// <0182> しばらく進むと、建物が見えてきた。
<0182> しばらく進むと、建物が見えてきた。

// <0183> 瑚太朗
<0183> 瑚太朗

// <0184> 「ここだな…」
<0184> 「ここだな…」

// <0185> 森に埋もれてしまって、外観はよくわからない。元々あった建物にプレハブで増築している感じの作りだが…。
<0185> 森に埋もれてしまって、外観はよくわからない。元々あった建物にプレハブで増築している感じの作りだが…。

// <0186> ルチア
<0186> ルチア

// <0187> 「む…見ろ」
<0187> 「む…見ろ」

// <0188> 瑚太朗
<0188> 瑚太朗

// <0189> 「ん？」
<0189> 「ん？」

// <0190> ルチア
<0190> ルチア

// <0191> 「入り口に板が打ち付けてあるようだ。中に入れないぞ」
<0191> 「入り口に板が打ち付けてあるようだ。中に入れないぞ」

// <0192> 瑚太朗
<0192> 瑚太朗

// <0193> 「なるほど、まずあれ開けなきゃな」
<0193> 「なるほど、まずあれ開けなきゃな」

// <0194> 小鳥
<0194> 小鳥

// <0195> 「開け！（擦れ声）」
<0195> 「開け！（擦れ声）」

// <0196> 瑚太朗
<0196> 瑚太朗

// <0197> 「鷲塚はもういい」
<0197> 「鷲塚はもういい」

// <0198> ちはや
<0198> ちはや

// <0199> 「あはははは」
<0199> 「あはははは」

// <0200> 小鳥
<0200> 小鳥

// <0201> 「えへ」
<0201> 「えへ」

// <0202> 瑚太朗
<0202> 瑚太朗

// <0203> 「しゃーない、ひっぺがすか」
<0203> 「しゃーない、ひっぺがすか」

// <0204> ルチア
<0204> ルチア

// <0205> 「いいのか？　そんなことして…」
<0205> 「いいのか？　そんなことして…」

// <0206> 瑚太朗
<0206> 瑚太朗

// <0207> 「後で戻せば平気…よっ」
<0207> 「後で戻せば平気…よっ」

// <0208> ぐい、と板を引っ張る。
<0208> ぐい、と板を引っ張る。

// <0209> 瑚太朗
<0209> 瑚太朗

// <0210> 「くっ…」
<0210> 「くっ…」

// <0211> 瑚太朗
<0211> 瑚太朗

// <0212> 「んっがーーーー！！！」
<0212> 「んっがーーーー！！！」

// <0213> 瑚太朗
<0213> 瑚太朗

// <0214> 「はがれねえ！」
<0214> 「はがれねえ！」

// <0215> ルチア
<0215> ルチア

// <0216> 「そりゃあ、そう簡単にはがれるようじゃ、バリケードの意味もないだろう」
<0216> 「そりゃあ、そう簡単にはがれるようじゃ、バリケードの意味もないだろう」

// <0217> 瑚太朗
<0217> 瑚太朗

// <0218> 「よし、じゃあちはやキャノンでドアごと吹き飛ばしてくれ」
<0218> 「よし、じゃあちはやキャノンでドアごと吹き飛ばしてくれ」

// <0219> ちはや
<0219> ちはや

// <0220> 「いや出ませんて」
<0220> 「いや出ませんて」

// <0221> ルチア
<0221> ルチア

// <0222> 「ちはやキャノンもないとなると、どうしたものか」
<0222> 「ちはやキャノンもないとなると、どうしたものか」

// <0223> ちはや
<0223> ちはや

// <0224> 「別に普通に引っぺがせばいいじゃないですか」
<0224> 「別に普通に引っぺがせばいいじゃないですか」

// <0225> 瑚太朗
<0225> 瑚太朗

// <0226> 「いや…お前がやったら壁ごと崩壊させそうな気がする…」
<0226> 「いや…お前がやったら壁ごと崩壊させそうな気がする…」

// <0227> ちはや
<0227> ちはや

// <0228> 「そんなことないです、やってみます」
<0228> 「そんなことないです、やってみます」

// <0229> が、と板に手を掛ける。
<0229> が、と板に手を掛ける。

// <0230> ちはや
<0230> ちはや

// <0231> 「むっ」
<0231> 「むっ」

// <0232> ぐ、と力をこめると。
<0232> ぐ、と力をこめると。

// <0233> 瑚太朗
<0233> 瑚太朗

// <0234> 「………」
<0234> 「………」

// <0235> ぱら、と板の隙間から砂がこぼれた。
<0235> ぱら、と板の隙間から砂がこぼれた。

// <0236> 静流
<0236> 静流

// <0237> 「やめるんだちー！　このままでは本当に崩壊してしまう！」
<0237> 「やめるんだちー！　このままでは本当に崩壊してしまう！」

// <0238> 瑚太朗
<0238> 瑚太朗

// <0239> 「柱にぶっとい釘かなんかで打ちつけてあんだろうな、こりゃ…」
<0239> 「柱にぶっとい釘かなんかで打ちつけてあんだろうな、こりゃ…」

// <0240> 小鳥
<0240> 小鳥

// <0241> 「参ったねこりゃ」
<0241> 「参ったねこりゃ」

// <0242> 瑚太朗
<0242> 瑚太朗

// <0243> 「それにしても…コンクリって常人に破壊できるもんだっけか…」
<0243> 「それにしても…コンクリって常人に破壊できるもんだっけか…」

// <0244> 静流
<0244> 静流

// <0245> 「………」
<0245> 「………」

// <0246> ちょいちょい、と人差し指で裏手を指差す。
<0246> ちょいちょい、と人差し指で裏手を指差す。

// <0247> 瑚太朗
<0247> 瑚太朗

// <0248> 「なに？　こっちの壁にちはやドリルで風穴開けろ？」
<0248> 「なに？　こっちの壁にちはやドリルで風穴開けろ？」

// <0249> 静流
<0249> 静流

// <0250> 「………」
<0250> 「………」

// <0251> ちはや
<0251> ちはや

// <0252> 「いやドリルも出ませんけど」
<0252> 「いやドリルも出ませんけど」

// <0253> ルチア
<0253> ルチア

// <0254> 「ちはやドリルでは無理だが、裏手に別の入り口があるかもしれないな」
<0254> 「ちはやドリルでは無理だが、裏手に別の入り口があるかもしれないな」

// <0255> 瑚太朗
<0255> 瑚太朗

// <0256> 「行ってみよう」
<0256> 「行ってみよう」

// <0257> 裏手に回る。
<0257> 裏手に回る。

// <0258> 瑚太朗
<0258> 瑚太朗

// <0259> 「あ、ここか」
<0259> 「あ、ここか」

// <0260> 勝手口と思われるところが少し開いた状態になっていた。
<0260> 勝手口と思われるところが少し開いた状態になっていた。

// <0261> ドアノブには錆がスプレーで吹いたように浮き上がっているし、ドアの端々は朽ちてボロボロになっている。
<0261> ドアノブには錆がスプレーで吹いたように浮き上がっているし、ドアの端々は朽ちてボロボロになっている。

// <0262> 隙間から中を覗くが、そこは完全なる闇だ。足元に光が線のように延びているが、そこ以外は何も見えなかった。
<0262> 隙間から中を覗くが、そこは完全なる闇だ。足元に光が線のように延びているが、そこ以外は何も見えなかった。

// <0263> 瑚太朗
<0263> 瑚太朗

// <0264> 「……怖くね？」
<0264> 「……怖くね？」

// <0265> ルチア
<0265> ルチア

// <0266> 「ここまで来て何を言っている…調査だろう」
<0266> 「ここまで来て何を言っている…調査だろう」

// <0267> 瑚太朗
<0267> 瑚太朗

// <0268> 「だってぇ…」
<0268> 「だってぇ…」

// <0269> ちはや
<0269> ちはや

// <0270> 「つべこべ言わずにとりあえず入ってみたらいいじゃないですかー」
<0270> 「つべこべ言わずにとりあえず入ってみたらいいじゃないですかー」

// <0271> 瑚太朗
<0271> 瑚太朗

// <0272> 「馬鹿！　いきなり血まみれ仮面に取り殺されたらどうする！」
<0272> 「馬鹿！　いきなり血まみれ仮面に取り殺されたらどうする！」

// <0273> ちはや
<0273> ちはや

// <0274> 「ば、ばかってなんです！？　そんなことを怖がってる瑚太朗のほうがよっぽど馬鹿です！」
<0274> 「ば、ばかってなんです！？　そんなことを怖がってる瑚太朗のほうがよっぽど馬鹿です！」

// <0275> 静流
<0275> 静流

// <0276> 「………」
<0276> 「………」

// <0277> 無言でドアノブに手を掛ける。
<0277> 無言でドアノブに手を掛ける。

// <0278> 瑚太朗
<0278> 瑚太朗

// <0279> 「あ、おい」
<0279> 「あ、おい」

// <0280> ルチア
<0280> ルチア

// <0281> 「静流、気をつけろ」
<0281> 「静流、気をつけろ」

// <0282> 静流
<0282> 静流

// <0283> 「………」
<0283> 「………」

// <0284> 頷く。
<0284> 頷く。

// <0285> 瑚太朗
<0285> 瑚太朗

// <0286> 「いや待てっ、それなら俺が行く」
<0286> 「いや待てっ、それなら俺が行く」

// <0287> 静流を一歩引かせ、中に入る。
<0287> 静流を一歩引かせ、中に入る。

// <0288> 瑚太朗
<0288> 瑚太朗

// <0289> 「…暗いな」
<0289> 「…暗いな」

// <0290> 持ってきたペンライトで正面の壁を照らしてみる。
<0290> 持ってきたペンライトで正面の壁を照らしてみる。

// <0291> 瞬間、目に映る赤い線（一部なんか垂れてる感じ）の人面と思しき奇妙な顔…。
<0291> 瞬間、目に映る赤い線（一部なんか垂れてる感じ）の人面と思しき奇妙な顔…。

// <0292> 瑚太朗
<0292> 瑚太朗

// <0293> 「………」
<0293> 「………」

// <0294> 瑚太朗
<0294> 瑚太朗

// <0295> 「き……」
<0295> 「き……」

// <0296> 瑚太朗
<0296> 瑚太朗

// <0297> 「きゃあぁーーーーっ！！」
<0297> 「きゃあぁーーーーっ！！」

// <0298> ちはや
<0298> ちはや

// <0299> 「何女の子みたいな悲鳴上げてるんです」
<0299> 「何女の子みたいな悲鳴上げてるんです」

// <0300> 瑚太朗
<0300> 瑚太朗

// <0301> 「だってこれっ！？　こわっ！！　なにこれ！！」
<0301> 「だってこれっ！？　こわっ！！　なにこれ！！」

// <0302> 小鳥
<0302> 小鳥

// <0303> 「うわー、誰かのいたずらかねえ」
<0303> 「うわー、誰かのいたずらかねえ」

// <0304> 瑚太朗
<0304> 瑚太朗

// <0305> 「なんかサイコ的な人が血で描いた何か…」
<0305> 「なんかサイコ的な人が血で描いた何か…」

// <0306> 瑚太朗
<0306> 瑚太朗

// <0307> 「ぎゃーー！　こっち同じ感じで助けてとか書いてある！」
<0307> 「ぎゃーー！　こっち同じ感じで助けてとか書いてある！」

// <0308> 小鳥
<0308> 小鳥

// <0309> 「落ち着きなさいな」
<0309> 「落ち着きなさいな」

// <0310> 瑚太朗
<0310> 瑚太朗

// <0311> 「だって怖い！　なんかやばい！！」
<0311> 「だって怖い！　なんかやばい！！」

// <0312> ルチア
<0312> ルチア

// <0313> 「全く、言いだしっぺのお前がそんなんでどうするんだ…」
<0313> 「全く、言いだしっぺのお前がそんなんでどうするんだ…」

// <0314> 瑚太朗
<0314> 瑚太朗

// <0315> 「委員長頼んだ！　ボク怖い！」
<0315> 「委員長頼んだ！　ボク怖い！」

// <0316> ルチア
<0316> ルチア

// <0317> 「…私はただの手伝いだ」
<0317> 「…私はただの手伝いだ」

// <0318> 瑚太朗
<0318> 瑚太朗

// <0319> 「じゃあ静流！」
<0319> 「じゃあ静流！」

// <0320> 静流
<0320> 静流

// <0321> 「………」
<0321> 「………」

// <0322> 拙者その器ではござらん、一介の流浪人で十分でござるよ、と遠慮してくる。
<0322> 拙者その器ではござらん、一介の流浪人で十分でござるよ、と遠慮してくる。

// <0323> 瑚太朗
<0323> 瑚太朗

// <0324> 「小鳥…」
<0324> 「小鳥…」

// <0325> 小鳥
<0325> 小鳥

// <0326> 「あたしゃモブキャラで十分」
<0326> 「あたしゃモブキャラで十分」

// <0327> 瑚太朗
<0327> 瑚太朗

// <0328> 「………」
<0328> 「………」

// <0329> ちはや
<0329> ちはや

// <0330> 「はい？」
<0330> 「はい？」

// <0331> 瑚太朗
<0331> 瑚太朗

// <0332> 「やっぱ委員長～！」
<0332> 「やっぱ委員長～！」

// <0333> ちはや
<0333> ちはや

// <0334> 「何で私だけ無視するんですかっ！」
<0334> 「何で私だけ無視するんですかっ！」

// <0335> 瑚太朗
<0335> 瑚太朗

// <0336> 「いや、パニック状態でもちはやに任せるくらいなら…と」
<0336> 「いや、パニック状態でもちはやに任せるくらいなら…と」

// <0337> ちはや
<0337> ちはや

// <0338> 「別にいいですけどなんか腹立ちますね…」
<0338> 「別にいいですけどなんか腹立ちますね…」

// <0339> 小鳥
<0339> 小鳥

// <0340> 「瑚太朗君がしゃんとしてくれなきゃ、調査進まないよ」
<0340> 「瑚太朗君がしゃんとしてくれなきゃ、調査進まないよ」

// <0341> 瑚太朗
<0341> 瑚太朗

// <0342> 「ボク怖いの…」
<0342> 「ボク怖いの…」

// <0343> 小鳥
<0343> 小鳥

// <0344> 「そう言ってもねえ…」
<0344> 「そう言ってもねえ…」

// <0345> 瑚太朗
<0345> 瑚太朗

// <0346> 「じゃあ、小鳥…せめてなんか場を和ませるネタを…」
<0346> 「じゃあ、小鳥…せめてなんか場を和ませるネタを…」

// <0347> 小鳥
<0347> 小鳥

// <0348> 「笑いで吹き飛ばせと申すか」
<0348> 「笑いで吹き飛ばせと申すか」

// <0349> どちらかというと癒し効果で。
<0349> どちらかというと癒し効果で。

// <0350> 小鳥
<0350> 小鳥

// <0351> 「じゃあ…十八番の物まねシリーズで」
<0351> 「じゃあ…十八番の物まねシリーズで」

// <0352> 小鳥
<0352> 小鳥

// <0353> 「ネタ振りよろ」
<0353> 「ネタ振りよろ」

// <0354> 瑚太朗
<0354> 瑚太朗

// <0355> 「和むようなの…」
<0355> 「和むようなの…」

// <0356> 百個物語を語る人みたいに
<0356> 百個物語を語る人みたいに

// <0357> ほのぼの旅行記みたいに
<0357> ほのぼの旅行記みたいに

// <0358> 熱い人みたいに
<0358> 熱い人みたいに

// <0359> 瑚太朗
<0359> 瑚太朗

// <0360> 「百個物語を語るイナガワさんみたいに」
<0360> 「百個物語を語るイナガワさんみたいに」

// <0361> 小鳥
<0361> 小鳥

// <0362> 「おーけー」
<0362> 「おーけー」

// <0363> 小鳥
<0363> 小鳥

// <0364> 「これは知人から聞いた話なんですけどね」
<0364> 「これは知人から聞いた話なんですけどね」

// <0365> 小鳥
<0365> 小鳥

// <0366> 「ある山間の村の奥に、一軒の廃屋があったんですよ」
<0366> 「ある山間の村の奥に、一軒の廃屋があったんですよ」

// <0367> 小鳥
<0367> 小鳥

// <0368> 「男はいつも肝っ玉を自慢するような性質の人間でね、肝試しに行こうって話になったんです」
<0368> 「男はいつも肝っ玉を自慢するような性質の人間でね、肝試しに行こうって話になったんです」

// <0369> 小鳥
<0369> 小鳥

