// <0000> 瑚太朗
<0064> そして自ら望んで偶像となった。

// <0065> だが一度目と同じ結末を辿る。
<0065> だが一度目と同じ結末を辿る。

// <0066> 最後は弾圧、皆殺し。
<0066> 最後は弾圧、皆殺し。

// <0067> いまわの際で、少女はなんとなく次があるのではないかと考えていた。
<0067> いまわの際で、少女はなんとなく次があるのではないかと考えていた。

// <0068> 四人目は、三人目の側仕えをしていた者の娘だった。
<0068> 四人目は、三人目の側仕えをしていた者の娘だった。

// <0069> 娘は普通ではなかった。
<0069> 娘は普通ではなかった。

// <0070> 頭がからっぽであると見なされていた。
<0070> 頭がからっぽであると見なされていた。

// <0071> だから捕らえられ、女衒に引き渡されて生き延びた。
<0071> だから捕らえられ、女衒に引き渡されて生き延びた。

// <0072> その頃には、もう力は備わっていた。
<0072> その頃には、もう力は備わっていた。

// <0073> にも関わらず、彼女は臆病者。
<0073> にも関わらず、彼女は臆病者。

// <0074> ひたすら力を隠し続けて…
<0074> ひたすら力を隠し続けて…

// <0075> あっけなく盗賊に殺されて死んでしまった。
<0075> あっけなく盗賊に殺されて死んでしまった。

// <0076> でも安堵した。誰も巻きこまず死ねる幸せを噛みしめた。
<0076> でも安堵した。誰も巻きこまず死ねる幸せを噛みしめた。

// <0077> 五度目。
<0077> 五度目。

// <0078> 盗賊の奴隷にされていた女の、腹にいた赤子がそれだ。
<0078> 盗賊の奴隷にされていた女の、腹にいた赤子がそれだ。

// <0079> 成長すると、彼女は盗賊たちを皆殺しにして町に移り住んだ。
<0079> 成長すると、彼女は盗賊たちを皆殺しにして町に移り住んだ。

// <0080> 時の権力者は少女の力を危険視し、忌まわしい存在として処刑。
<0080> 時の権力者は少女の力を危険視し、忌まわしい存在として処刑。

// <0081> 六度目。
<0081> 六度目。

// <0082> 同じ町の誰かだったはずだ。
<0082> 同じ町の誰かだったはずだ。

// <0083> 今度の魂は臆病ではなかったが、あまりにも高潔だった。
<0083> 今度の魂は臆病ではなかったが、あまりにも高潔だった。

// <0084> 神通力を隠しながら悩み続け、最期は海に漕ぎ出した。
<0084> 神通力を隠しながら悩み続け、最期は海に漕ぎ出した。

// <0085> 海で死ねば冒涜は起こるまいと考えた。
<0085> 海で死ねば冒涜は起こるまいと考えた。

// <0086> 少女は海に身投げした。
<0086> 少女は海に身投げした。

// <0087> だが七度目。
<0087> だが七度目。

// <0088> 陸地で目覚めた。
<0088> 陸地で目覚めた。

// <0089> いったいこれは何なのだろう。
<0089> いったいこれは何なのだろう。

// <0090> 転生ではない。
<0090> 転生ではない。

// <0091> 同じ人格が継承されているわけではない。
<0091> 同じ人格が継承されているわけではない。

// <0092> だから本人の性格次第で、権力に目覚めもするし、孤独な人生を選びもした。
<0092> だから本人の性格次第で、権力に目覚めもするし、孤独な人生を選びもした。

// <0093> 神通力を持つことで有名だった、大国の女王だったこともある。
<0093> 神通力を持つことで有名だった、大国の女王だったこともある。

// <0094> ある娘は思い立ち、それまでしないことをした。
<0094> ある娘は思い立ち、それまでしないことをした。

// <0095> 鬼女として人々を弾圧し、自分を憎ませたのだ。
<0095> 鬼女として人々を弾圧し、自分を憎ませたのだ。

// <0096> めでたく死体は八つ裂き、念入りに焼却、封印。
<0096> めでたく死体は八つ裂き、念入りに焼却、封印。

// <0097> そんな死に方をしても、やはり“次”はある。
<0097> そんな死に方をしても、やはり“次”はある。

// <0098> 代を重ねるごとに、神通力は狂気を宿し始める。
<0098> 代を重ねるごとに、神通力は狂気を宿し始める。

// <0099> 何人もの記憶と経験がかき混ぜられ、一定量が次に受け渡される。
<0099> 何人もの記憶と経験がかき混ぜられ、一定量が次に受け渡される。

// <0100> 神通力を得て乱心した者の記憶と感情も、そこには混入していくのだ。
<0100> 神通力を得て乱心した者の記憶と感情も、そこには混入していくのだ。

// <0101> 瑚太朗
<0101> 瑚太朗

// <0102> 「それが…聖女ですか」
<0102> 「それが…聖女ですか」

// <0103> 朱音
<0103> 朱音

// <0104> 「魔物使いの突然変異みたいなものなのでしょうね」
<0104> 「魔物使いの突然変異みたいなものなのでしょうね」

// <0105> 朱音
<0105> 朱音

// <0106> 「死に際して自らの複製を残す…この力は転写と呼ばれている」
<0106> 「死に際して自らの複製を残す…この力は転写と呼ばれている」

// <0107> 朱音
<0107> 朱音

// <0108> 「自我のない、近しい相手に対して、それは起こるの」
<0108> 「自我のない、近しい相手に対して、それは起こるの」

// <0109> 瑚太朗
<0109> 瑚太朗

// <0110> 「…自我のない？」
<0110> 「…自我のない？」

// <0111> 朱音
<0111> 朱音

// <0112> 「聖女の能力は無意識的に働く。近しい適格者との間に絆…契約線を結ぶことでね」
<0112> 「聖女の能力は無意識的に働く。近しい適格者との間に絆…契約線を結ぶことでね」

// <0113> 瑚太朗
<0113> 瑚太朗

// <0114> 「契約線って魔物と魔物使いの間を結ぶものでしょう」
<0114> 「契約線って魔物と魔物使いの間を結ぶものでしょう」

// <0115> 朱音
<0115> 朱音

// <0116> 「自我の乏しい者よ、瑚太朗。わからない？」
<0116> 「自我の乏しい者よ、瑚太朗。わからない？」

// <0117> 朱音
<0117> 朱音

// <0118> 「…彼女たちの脳細胞には、機能していない部分があるということよ」
<0118> 「…彼女たちの脳細胞には、機能していない部分があるということよ」

// <0119> ぐらり、と世界が揺れた。
<0119> ぐらり、と世界が揺れた。

// <0120> 脳内でいろいろなものが一気に連結する。
<0120> 脳内でいろいろなものが一気に連結する。

// <0121> 今まで見ていたものすべてが、異相を呈した。
<0121> 今まで見ていたものすべてが、異相を呈した。

// <0122> それは…おぞましい理解だ。
<0122> それは…おぞましい理解だ。

// <0123> 瑚太朗
<0123> 瑚太朗

// <0124> 「死んだ脳細胞を、魔物化して…？」
<0124> 「死んだ脳細胞を、魔物化して…？」

// <0125> 
<0125> 

// <0126> 朱音
<0126> 朱音

// <0127> 「ピンポーン、正解」
<0127> 「ピンポーン、正解」

// <0128> らしからぬふざけた態度。
<0128> らしからぬふざけた態度。

// <0129> 朱音
<0129> 朱音

// <0130> 「転写は物理的、心的距離にも左右される」
<0130> 「転写は物理的、心的距離にも左右される」

// <0131> 朱音
<0131> 朱音

// <0132> 「近ければ近いほど上書きは濃密に行われる…だから聖女はしもべをそばに置く」
<0132> 「近ければ近いほど上書きは濃密に行われる…だから聖女はしもべをそばに置く」

// <0133> 朱音
<0133> 朱音

// <0134> 「そうすることで自分により近い分身を、生むことができる」
<0134> 「そうすることで自分により近い分身を、生むことができる」

// <0135> 朱音
<0135> 朱音

// <0136> 「可能であれば全脳死であることが望ましい。不純物は少ない方が良い」
<0136> 「可能であれば全脳死であることが望ましい。不純物は少ない方が良い」

// <0137> 朱音
<0137> 朱音

// <0138> 「…私も施設にいた時代は、心なき者だったのよ」
<0138> 「…私も施設にいた時代は、心なき者だったのよ」

// <0139> 朱音
<0139> 朱音

// <0140> 「加島との間に転写がはじまると、私は急速に自我を芽生えさせた」
<0140> 「加島との間に転写がはじまると、私は急速に自我を芽生えさせた」

// <0141> 朱音
<0141> 朱音

// <0142> 「そして加島に親しみを覚えた…でもじきに、それが自己愛めいた感情だと気付いて、薄気味悪くなった」
<0142> 「そして加島に親しみを覚えた…でもじきに、それが自己愛めいた感情だと気付いて、薄気味悪くなった」

// <0143> 朱音
<0143> 朱音

// <0144> 「同じ鋳型から生まれた私たちは、たとえ異なった性格をしていても、自分の延長線上だわ」
<0144> 「同じ鋳型から生まれた私たちは、たとえ異なった性格をしていても、自分の延長線上だわ」

// <0145> 朱音
<0145> 朱音

// <0146> 「近親憎悪にも似た嫌悪感があった」
<0146> 「近親憎悪にも似た嫌悪感があった」

// <0147> 朱音
<0147> 朱音

// <0148> 「でも絆を感じてもいた」
<0148> 「でも絆を感じてもいた」

// <0149> 朱音
<0149> 朱音

// <0150> 「…瑚太朗、おまえも魔物との間に感じるものがあったのではない？」
<0150> 「…瑚太朗、おまえも魔物との間に感じるものがあったのではない？」

// <0151> 瑚太朗
<0151> 瑚太朗

// <0152> 「…あれは、魔物との共感でしょ」
<0152> 「…あれは、魔物との共感でしょ」

// <0153> 瑚太朗
<0153> 瑚太朗

// <0154> 「愛情とは違う」
<0154> 「愛情とは違う」

// <0155> 朱音
<0155> 朱音

// <0156> 「魔物とは心の延長にあるものだわ」
<0156> 「魔物とは心の延長にあるものだわ」

// <0157> 朱音
<0157> 朱音

// <0158> 「聖女の癒しというのも、不完全な転写なのよ」
<0158> 「聖女の癒しというのも、不完全な転写なのよ」

// <0159> 朱音
<0159> 朱音

// <0160> 「だから同じ性別の、それも脳の多くの部分が機能していない相手にしか効き目がない」
<0160> 「だから同じ性別の、それも脳の多くの部分が機能していない相手にしか効き目がない」

// <0161> 朱音
<0161> 朱音

// <0162> 「ねえ、わからない？」
<0162> 「ねえ、わからない？」

// <0163> 朱音
<0163> 朱音

// <0164> 「聖女たちの乏しさを見て、何か気付かない？」
<0164> 「聖女たちの乏しさを見て、何か気付かない？」

// <0165> 瑚太朗
<0165> 瑚太朗

// <0166> 「………」
<0166> 「………」

// <0167> …似たような人たちだと思ったことは何度もある。
<0167> …似たような人たちだと思ったことは何度もある。

// <0168> でもそれは、皆が心に傷を負い、ストイックに生きているせいなのだと、思いこんでいた。
<0168> でもそれは、皆が心に傷を負い、ストイックに生きているせいなのだと、思いこんでいた。

// <0169> 違ったのだ。
<0169> 違ったのだ。

// <0170> 同じ鋳型に流し込まれた者たちだったのだ。
<0170> 同じ鋳型に流し込まれた者たちだったのだ。

// <0171> 個体差はある。個体差はあるが…
<0171> 個体差はある。個体差はあるが…

// <0172> 瑚太朗
<0172> 瑚太朗

// <0173> 「全部…全員が…？」
<0173> 「全部…全員が…？」

// <0174> 朱音
<0174> 朱音

// <0175> 「………」
<0175> 「………」

// <0176> 瑚太朗
<0176> 瑚太朗

// <0177> 「そんなことが…」
<0177> 「そんなことが…」

// <0178> 全てが残酷に色褪せていく。
<0178> 全てが残酷に色褪せていく。

// <0179> 尊かったものが。
<0179> 尊かったものが。

// <0180> 価値あるものが。
<0180> 価値あるものが。

// <0181> 美しかったものが。
<0181> 美しかったものが。

// <0182> すべて、貶められてしまう。
<0182> すべて、貶められてしまう。

// <0183> 愛も、絆も、すべてが。
<0183> 愛も、絆も、すべてが。

// <0184> 
<0184> 

// <0185> 朱音
<0185> 朱音

// <0186> 「転写能力だけは、死に際にしか受け継がれない…」
<0186> 「転写能力だけは、死に際にしか受け継がれない…」

// <0187> 朱音
<0187> 朱音

// <0188> 「加島が死んで、今の私は正真正銘の聖女になった」
<0188> 「加島が死んで、今の私は正真正銘の聖女になった」

// <0189> 朱音
<0189> 朱音

// <0190> 「心を持たない者たちを、蘇らせて聖女にすることもできた」
<0190> 「心を持たない者たちを、蘇らせて聖女にすることもできた」

// <0191> 
<0191> 

// <0192> 朱音
<0192> 朱音

// <0193> 「ねえ瑚太朗、私の性格、おかしくない？」
<0193> 「ねえ瑚太朗、私の性格、おかしくない？」

// <0194> 瑚太朗
<0194> 瑚太朗

// <0195> 「え？」
<0195> 「え？」

// <0196> 朱音
<0196> 朱音

// <0197> 「性格、変わってない？　前と違っていることってない？」
<0197> 「性格、変わってない？　前と違っていることってない？」

// <0198> 瑚太朗
<0198> 瑚太朗

// <0199> 「…ないよ…」
<0199> 「…ないよ…」

// <0200> 突然積極的になった…
<0200> 突然積極的になった…

// <0201> 瑚太朗
<0201> 瑚太朗

// <0202> 「ない。絶対にない」
<0202> 「ない。絶対にない」

// <0203> 不自然に明るく振る舞うようになった…
<0203> 不自然に明るく振る舞うようになった…

// <0204> 瑚太朗
<0204> 瑚太朗

// <0205> 「そんなことない…朱音さんは、朱音さんだ」
<0205> 「そんなことない…朱音さんは、朱音さんだ」

// <0206> 朱音
<0206> 朱音

// <0207> 「…自分では、もう判断できないの」
<0207> 「…自分では、もう判断できないの」

// <0208> 朱音
<0208> 朱音

// <0209> 「世をはかなむこの感情だって…自分本来のものかどうかわからない…」
<0209> 「世をはかなむこの感情だって…自分本来のものかどうかわからない…」

// <0210> 朱音
<0210> 朱音

// <0211> 「私、人間が気持ち悪い…」
<0211> 「私、人間が気持ち悪い…」

// <0212> 朱音
<0212> 朱音

// <0213> 「下手をすれば、この先、おまえのことだって…」
<0213> 「下手をすれば、この先、おまえのことだって…」

// <0214> 瑚太朗
<0214> 瑚太朗

// <0215> 「もうよせ…朱音さん…」
<0215> 「もうよせ…朱音さん…」

// <0216> 肩を掴んで抱き寄せる。
<0216> 肩を掴んで抱き寄せる。

// <0217> 頭を抱え込むと、胸の内で朱音が身を縮めた。
<0217> 頭を抱え込むと、胸の内で朱音が身を縮めた。

// <0218> 自分を許せなくなる話を、これ以上させるわけにはいかない。
<0218> 自分を許せなくなる話を、これ以上させるわけにはいかない。

// <0219> 朱音
<0219> 朱音

// <0220> 「加島も最後はおかしくなったわ」
<0220> 「加島も最後はおかしくなったわ」

// <0221> 朱音
<0221> 朱音

// <0222> 「若い頃は、優しい人だったはずが…」
<0222> 「若い頃は、優しい人だったはずが…」

// <0223> 朱音
<0223> 朱音

// <0224> 「晩年は、すべての命を無に帰すことだけを考えていた。常軌を逸した執念で」
<0224> 「晩年は、すべての命を無に帰すことだけを考えていた。常軌を逸した執念で」

// <0225> 
<0225> 

// <0226> 朱音
<0226> 朱音

// <0227> 「その感情が、今私の中にもあるのよっ！」
<0227> 「その感情が、今私の中にもあるのよっ！」

// <0228> 朱音が泣く。
<0228> 朱音が泣く。

// <0229> 瑚太朗
<0229> 瑚太朗

// <0230> 「大丈夫だ。俺がいる。俺が止められる！」
<0230> 「大丈夫だ。俺がいる。俺が止められる！」

// <0231> 朱音
<0231> 朱音

// <0232> 「…洲崎は、耐えられなかった」
<0232> 「…洲崎は、耐えられなかった」

// <0233> 朱音
<0233> 朱音

// <0234> 「瑚太朗にもし見捨てられたら…私…」
<0234> 「瑚太朗にもし見捨てられたら…私…」

// <0235> 朱音
<0235> 朱音

// <0236> 「そんなことになるくらいなら、最初から他人のままでいたかった」
<0236> 「そんなことになるくらいなら、最初から他人のままでいたかった」

// <0237> 朱音
<0237> 朱音

// <0238> 「幼い頃みたく、頭のからっぽなままでもよかった」
<0238> 「幼い頃みたく、頭のからっぽなままでもよかった」

// <0239> 震える肩は弱々しく、震える言葉は刺々しかった。
<0239> 震える肩は弱々しく、震える言葉は刺々しかった。

// <0240> 救ってやりたかった…
<0240> 救ってやりたかった…

// <0241> 俺は洲崎とは違うとも言いたかった。
<0241> 俺は洲崎とは違うとも言いたかった。

// <0242> 瑚太朗
<0242> 瑚太朗

// <0243> 「証明する方法はひとつだけだ」
<0243> 「証明する方法はひとつだけだ」

// <0244> 瑚太朗
<0244> 瑚太朗

// <0245> 「…最後まで一緒にいればいい」
<0245> 「…最後まで一緒にいればいい」

// <0246> 朱音が俺を見上げる。
<0246> 朱音が俺を見上げる。

// <0247> 学校を出てから一年。
<0247> 学校を出てから一年。

// <0248> 俺の背は少々伸び、朱音はそのままだった。
<0248> 俺の背は少々伸び、朱音はそのままだった。

// <0249> 
<0249> 

// <0250> 朱音
<0250> 朱音

// <0251> 「瑚太朗…」
<0251> 「瑚太朗…」

// <0252> 朱音は再び顔を埋めた。
<0252> 朱音は再び顔を埋めた。

// <0253> 膝から力が抜け、俺は全力で抱きかかえないといけなかった。
<0253> 膝から力が抜け、俺は全力で抱きかかえないといけなかった。

// <0254> 受け継いだ記憶がどんなものだろうと、朱音には関係ないはずだ。
<0254> 受け継いだ記憶がどんなものだろうと、朱音には関係ないはずだ。

// <0255> ありもしない罪に、怯えている。
<0255> ありもしない罪に、怯えている。

// <0256> 俺のやることはひとつだ。
<0256> 俺のやることはひとつだ。

// <0257> 支える。
<0257> 支える。

// <0258> 最後まで。
<0258> 最後まで。

// <0259> ただひたすら、この人の柱になる。
<0259> ただひたすら、この人の柱になる。

// <0260> 朱音
<0260> 朱音

// <0261> 「でも瑚太朗。
<0261> 「でも瑚太朗。

// <0262> 私の心、
<0262> 私の心、

// <0263> 狂ってる」
<0263> 狂ってる」

// <0264> 昼前、津久野さんから電話。
<0264> 昼前、津久野さんから電話。

// <0265> 津久野
<0265> 津久野

// <0266> 『そちらで志麻子を見ませんでしたか？』
<0266> 『そちらで志麻子を見ませんでしたか？』

// <0267> 瑚太朗
<0267> 瑚太朗

// <0268> 「今日は見てないですね。またいなくなったんですか？」
<0268> 「今日は見てないですね。またいなくなったんですか？」

// <0269> 瑚太朗
<0269> 瑚太朗

// <0270> 「捜しておきましょうか？」
<0270> 「捜しておきましょうか？」

// <0271> 津久野
<0271> 津久野

// <0272> 『…』
<0272> 『…』

// <0273> 瑚太朗
<0273> 瑚太朗

// <0274> 「見つけたら、連絡しますよ」
<0274> 「見つけたら、連絡しますよ」

// <0275> 津久野
<0275> 津久野

// <0276> 『…ええ、そうですね…お願いします』
<0276> 『…ええ、そうですね…お願いします』

// <0277> なぜだか歯切れが悪かった。
<0277> なぜだか歯切れが悪かった。

// <0278> こんなこともあろうと、学校の制服は取ってある。
<0278> こんなこともあろうと、学校の制服は取ってある。

// <0279> 学校に潜入するのは思いのまま。
<0279> 学校に潜入するのは思いのまま。

// <0280> しまこはおおかた、学校内をうろついているんだろう。
<0280> しまこはおおかた、学校内をうろついているんだろう。

// <0281> そのくらいに考えていた。
<0281> そのくらいに考えていた。

// <0282> 瑚太朗
<0282> 瑚太朗

// <0283> （…いなかったな）
<0283> （…いなかったな）

// <0284> 津久野さんに電話報告をしようとしたが、繋がらなかった。
<0284> 津久野さんに電話報告をしようとしたが、繋がらなかった。

// <0285> 留守電にメッセージを入れておく。
<0285> 留守電にメッセージを入れておく。

// <0286> 女性会員
<0286> 女性会員

// <0287> 「…天王寺さん、朱音様の居場所、ご存じありませんか？」
<0287> 「…天王寺さん、朱音様の居場所、ご存じありませんか？」

// <0288> 瑚太朗
<0288> 瑚太朗

// <0289> 「そういや朝から見てないですけど…」
<0289> 「そういや朝から見てないですけど…」

// <0290> 電話してみるも、繋がらない。
<0290> 電話してみるも、繋がらない。

// <0291> 津久野さんも。
<0291> 津久野さんも。

// <0292> そういえば今日は、聖女会を誰ひとり見ない。
<0292> そういえば今日は、聖女会を誰ひとり見ない。

// <0293> 瑚太朗
<0293> 瑚太朗

// <0294> 「…ん？」
<0294> 「…ん？」

// <0295> 建物内をひととおり見て回ったが、誰一人としてその姿を発見できなかった。
<0295> 建物内をひととおり見て回ったが、誰一人としてその姿を発見できなかった。

// <0296> タイミング次第では、そういうこともあるだろう…
<0296> タイミング次第では、そういうこともあるだろう…

// <0297> 夕方になると、他のスタッフも気にし始めた。
<0297> 夕方になると、他のスタッフも気にし始めた。

// <0298> 放送で呼びかけもした。
<0298> 放送で呼びかけもした。

// <0299> しかし連絡はない。
<0299> しかし連絡はない。

// <0300> どうもこれはおかしいということになる。
<0300> どうもこれはおかしいということになる。

// <0301> 瑚太朗
<0301> 瑚太朗

// <0302> 「みんなで手分けして、ルームチェックしていきましょう」
<0302> 「みんなで手分けして、ルームチェックしていきましょう」

// <0303> これも徒労に終わり、聖女会の主要メンバーのほとんどがいないことが判明した。
<0303> これも徒労に終わり、聖女会の主要メンバーのほとんどがいないことが判明した。

// <0304> 集まった警備スタッフらが騒ぎ始める。
<0304> 集まった警備スタッフらが騒ぎ始める。

// <0305> 男性会員
<0305> 男性会員

// <0306> 「どうしたんだろう、こんな時期に？」
<0306> 「どうしたんだろう、こんな時期に？」

// <0307> 女性会員
<0307> 女性会員

// <0308> 「まさか…脱走？」
<0308> 「まさか…脱走？」

// <0309> 男性会員
<0309> 男性会員

// <0310> 「冗談じゃない。朱音様だぞ？」
<0310> 「冗談じゃない。朱音様だぞ？」

// <0311> 男性会員
<0311> 男性会員

// <0312> 「いや、しかし状勢を考えると…」
<0312> 「いや、しかし状勢を考えると…」

// <0313> 女性会員
<0313> 女性会員

// <0314> 「待ってよ、私たちはどうすればいいの？」
<0314> 「待ってよ、私たちはどうすればいいの？」

// <0315> 男性会員
<0315> 男性会員

// <0316> 「誰か聞いてないのか？」
<0316> 「誰か聞いてないのか？」

// <0317> 女性会員
<0317> 女性会員

// <0318> 「天王寺君は？」
<0318> 「天王寺君は？」

// <0319> 瑚太朗
<0319> 瑚太朗

// <0320> 「…いえ」
<0320> 「…いえ」

// <0321> 俺も知らない。
<0321> 俺も知らない。

// <0322> ただ嫌な予感が的中したような、居心地の悪さがあった。
<0322> ただ嫌な予感が的中したような、居心地の悪さがあった。

// <0323> 瑚太朗
<0323> 瑚太朗

// <0324> （どうしたんだ…朱音さん？）
<0324> （どうしたんだ…朱音さん？）

// <0325> もしそういった行動に出るのだとしても、俺は連れて行くはずじゃないか。
<0325> もしそういった行動に出るのだとしても、俺は連れて行くはずじゃないか。

// <0326> 男性会員
<0326> 男性会員

// <0327> 「…警察に届け出た方が良くないか？」
<0327> 「…警察に届け出た方が良くないか？」

// <0328> 男性会員
<0328> 男性会員

// <0329> 「それは」
<0329> 「それは」

// <0330> 警備部の多くが、秘儀には触れていない。
<0330> 警備部の多くが、秘儀には触れていない。

