// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0040> 人望相応に人気があり、友人も少なからずいるだろうと思っていた。

// <0041> 吉野
<0041> 吉野

// <0042> 「一年の時、臨海学校の班決めがあった。此花は委員長として上手に話をまとめあげた」
<0042> 「一年の時、臨海学校の班決めがあった。此花は委員長として上手に話をまとめあげた」

// <0043> 吉野
<0043> 吉野

// <0044> 「それは誰からも不平が出ない、見事な班分けとバスの座席表だったそうだ」
<0044> 「それは誰からも不平が出ない、見事な班分けとバスの座席表だったそうだ」

// <0045> 吉野
<0045> 吉野

// <0046> 「だが、最後の最後まで、自分を受け容れてくれる班がなかった」
<0046> 「だが、最後の最後まで、自分を受け容れてくれる班がなかった」

// <0047> 瑚太朗
<0047> 瑚太朗

// <0048> 「…………」
<0048> 「…………」

// <0049> 吉野
<0049> 吉野

// <0050> 「風邪で休んだヤツがいると、プリントを届けたりするだろ」
<0050> 「風邪で休んだヤツがいると、プリントを届けたりするだろ」

// <0051> 吉野
<0051> 吉野

// <0052> 「ある日、此花が風邪で学校を休んだ。担任が誰かプリントを届けてほしいと告げたが、誰も名乗り出なかった」
<0052> 「ある日、此花が風邪で学校を休んだ。担任が誰かプリントを届けてほしいと告げたが、誰も名乗り出なかった」

// <0053> 瑚太朗
<0053> 瑚太朗

// <0054> 「冷てぇクラスメイトだな」
<0054> 「冷てぇクラスメイトだな」

// <0055> 吉野
<0055> 吉野

// <0056> 「違う。誰も此花の家を知らなかったんだ」
<0056> 「違う。誰も此花の家を知らなかったんだ」

// <0057> 吉野
<0057> 吉野

// <0058> 「誰も友達がいなかったから、誰も此花の家に遊びに行ったことがなかった。だから誰も知らなかった」
<0058> 「誰も友達がいなかったから、誰も此花の家に遊びに行ったことがなかった。だから誰も知らなかった」

// <0059> 瑚太朗
<0059> 瑚太朗

// <0060> 「…………」
<0060> 「…………」

// <0061> 此花ルチアは、こんなにも当たり前に、…クラス委員長として溶け込んでいるのに。
<0061> 此花ルチアは、こんなにも当たり前に、…クラス委員長として溶け込んでいるのに。

// <0062> 誰も、友達はいなかったのだ。
<0062> 誰も、友達はいなかったのだ。

// <0063> 吉野
<0063> 吉野

// <0064> 「何しろ、あの白い手袋は目立つからな。潔癖症のキツい女がいるって噂は、すぐに学年を駆け巡ったさ」
<0064> 「何しろ、あの白い手袋は目立つからな。潔癖症のキツい女がいるって噂は、すぐに学年を駆け巡ったさ」

// <0065> 瑚太朗
<0065> 瑚太朗

// <0066> 「俺が耳にしなかっただけなのか…」
<0066> 「俺が耳にしなかっただけなのか…」

// <0067> 吉野
<0067> 吉野

// <0068> 「女同士の腐った噂話に耳を貸すのはテメェの性分じゃねぇだろ。気にすんな」
<0068> 「女同士の腐った噂話に耳を貸すのはテメェの性分じゃねぇだろ。気にすんな」

// <0069> 瑚太朗
<0069> 瑚太朗

// <0070> 「そんな学校生活じゃ、辛ぇだけだろうに」
<0070> 「そんな学校生活じゃ、辛ぇだけだろうに」

// <0071> 吉野
<0071> 吉野

// <0072> 「辛けりゃ改めりゃいい。それでもなお、そういう生き方に固執するなら、相応の代償を支払うしかねぇ」
<0072> 「辛けりゃ改めりゃいい。それでもなお、そういう生き方に固執するなら、相応の代償を支払うしかねぇ」

// <0073> 吉野
<0073> 吉野

// <0074> 「そして、此花はそこそこにうまくやれてたのさ。これまでな」
<0074> 「そして、此花はそこそこにうまくやれてたのさ。これまでな」

// <0075> 瑚太朗
<0075> 瑚太朗

// <0076> 「…そっか。ちはやは転校生だから、その辺の経緯をまるで知らなくて」
<0076> 「…そっか。ちはやは転校生だから、その辺の経緯をまるで知らなくて」

// <0077> 吉野
<0077> 吉野

// <0078> 「そういうこったな。さっき、神戸がその辺りのことを話してたようだぜ」
<0078> 「そういうこったな。さっき、神戸がその辺りのことを話してたようだぜ」

// <0079> 吉野
<0079> 吉野

// <0080> 「元より、此花に悪気はねぇ。鳳もその内、機嫌を直すだろうよ」
<0080> 「元より、此花に悪気はねぇ。鳳もその内、機嫌を直すだろうよ」

// <0081> 瑚太朗
<0081> 瑚太朗

// <0082> 「……仲直り、できるといいな」
<0082> 「……仲直り、できるといいな」

// <0083> 吉野
<0083> 吉野

// <0084> 「仲直りなんかしねぇだろ。適正な距離に収まるだけだぜ」
<0084> 「仲直りなんかしねぇだろ。適正な距離に収まるだけだぜ」

// <0085> 直すも何も。
<0085> 直すも何も。

// <0086> ――そもそも、誰とも仲なんか、ないのだから。
<0086> ――そもそも、誰とも仲なんか、ないのだから。

// <0087> 瑚太朗
<0087> 瑚太朗

// <0088> 「……そんなのじゃ、駄目だ」
<0088> 「……そんなのじゃ、駄目だ」

// <0089> 吉野
<0089> 吉野

// <0090> 「あぁ？」
<0090> 「あぁ？」

// <0091> 瑚太朗
<0091> 瑚太朗

// <0092> 「俺は委員長もちはやも、どっちも知ってる」
<0092> 「俺は委員長もちはやも、どっちも知ってる」

// <0093> 瑚太朗
<0093> 瑚太朗

// <0094> 「どっちもクセのあるヤツだが、根は素直でまともな二人なんだ。仲良くなれるはずなんだ」
<0094> 「どっちもクセのあるヤツだが、根は素直でまともな二人なんだ。仲良くなれるはずなんだ」

// <0095> 吉野
<0095> 吉野

// <0096> 「…ちっ。余計なお世話は大概にしとけ」
<0096> 「…ちっ。余計なお世話は大概にしとけ」

// <0097> 瑚太朗
<0097> 瑚太朗

// <0098> 「確かに俺は宇宙にまで飛び出せるような男じゃねぇ」
<0098> 「確かに俺は宇宙にまで飛び出せるような男じゃねぇ」

// <0099> 瑚太朗
<0099> 瑚太朗

// <0100> 「クラスメイトの仲違いを見過ごせねぇ程度の、規模の小せぇ男さ」
<0100> 「クラスメイトの仲違いを見過ごせねぇ程度の、規模の小せぇ男さ」

// <0101> 吉野
<0101> 吉野

// <0102> 「みてぇだな。つくづく小せぇことを気にする野郎だぜ」
<0102> 「みてぇだな。つくづく小せぇことを気にする野郎だぜ」

// <0103> 瑚太朗
<0103> 瑚太朗

// <0104> 「……委員長の潔癖症には、何かわけがある気がするんだ」
<0104> 「……委員長の潔癖症には、何かわけがある気がするんだ」

// <0105> “わ…、私だって…、……ぅ、…こんな生き方、……好きでやっていると思うかっ…！！”
<0105> “わ…、私だって…、……ぅ、…こんな生き方、……好きでやっていると思うかっ…！！”

// <0106> 瑚太朗
<0106> 瑚太朗

// <0107> 「…………。委員長はそう言ったぜ。理由がきっとあるんだ。それがわかれば、俺も何か力になれるかもしれない」
<0107> 「…………。委員長はそう言ったぜ。理由がきっとあるんだ。それがわかれば、俺も何か力になれるかもしれない」

// <0108> 吉野
<0108> 吉野

// <0109> 「へっ、お節介焼きめ。テメェは一生この狭い町で、ご町内のご機嫌取りをしてやがれ」
<0109> 「へっ、お節介焼きめ。テメェは一生この狭い町で、ご町内のご機嫌取りをしてやがれ」

// <0110> 瑚太朗
<0110> 瑚太朗

// <0111> 「悪いか」
<0111> 「悪いか」

// <0112> 吉野
<0112> 吉野

// <0113> 「テメェらしいや。オレには付き合いきれねぇぜ」
<0113> 「テメェらしいや。オレには付き合いきれねぇぜ」

// <0114> 吉野はそう吐き捨て、小馬鹿にしたように笑い捨てる。
<0114> 吉野はそう吐き捨て、小馬鹿にしたように笑い捨てる。

// <0115> 教師が、ここテストに出るぞーと宣言すると、さすがの吉野も黒板に目を戻した。
<0115> 教師が、ここテストに出るぞーと宣言すると、さすがの吉野も黒板に目を戻した。

// <0116> ……多分、俺の余計なお世話なんだろうよ。
<0116> ……多分、俺の余計なお世話なんだろうよ。

// <0117> だが、…悪いが放っとけねぇ。
<0117> だが、…悪いが放っとけねぇ。

// <0118> 俺の好きにやらせてもらうぜ。
<0118> 俺の好きにやらせてもらうぜ。

// <0119> しかし、どうすりゃいいんだ。どこを取っ掛かりに踏み込めばいい…。
<0119> しかし、どうすりゃいいんだ。どこを取っ掛かりに踏み込めばいい…。

// <0120> 吉野
<0120> 吉野

// <0121> 「テメエの知り合いに眼帯の小娘がいたろ。あいつ、此花と仲がいいみたいだな」
<0121> 「テメエの知り合いに眼帯の小娘がいたろ。あいつ、此花と仲がいいみたいだな」

// <0122> 瑚太朗
<0122> 瑚太朗

// <0123> 「吉野…」
<0123> 「吉野…」

// <0124> 吉野
<0124> 吉野

// <0125> 「うるせぇ、授業中だぞ」
<0125> 「うるせぇ、授業中だぞ」

// <0126> 
<0126> 

// <0127> 静流
<0127> 静流

// <0128> 「…そうだ。ルチアは親友だ」
<0128> 「…そうだ。ルチアは親友だ」

// <0129> 瑚太朗
<0129> 瑚太朗

// <0130> 「風紀委員にクラス委員長だもんな。確かに相性は良さそうだ」
<0130> 「風紀委員にクラス委員長だもんな。確かに相性は良さそうだ」

// <0131> 俺は休み時間に静流をメールで呼び出していた。
<0131> 俺は休み時間に静流をメールで呼び出していた。

// <0132> こんな時間に俺から連絡したのだから、何かワケがあるに違いないと察していたのだろう。
<0132> こんな時間に俺から連絡したのだから、何かワケがあるに違いないと察していたのだろう。

// <0133> 静流は、ルチアのことを訊くと、素直に答えてくれた。
<0133> 静流は、ルチアのことを訊くと、素直に答えてくれた。

// <0134> 静流
<0134> 静流

// <0135> 「…また、ルチアに何かあったのか」
<0135> 「…また、ルチアに何かあったのか」

// <0136> 瑚太朗
<0136> 瑚太朗

// <0137> 「察しはついてるみてぇだな。…ま、そんなとこだ」
<0137> 「察しはついてるみてぇだな。…ま、そんなとこだ」

// <0138> 静流
<0138> 静流

// <0139> 「…………」
<0139> 「…………」

// <0140> 静流も、彼女の潔癖症と、それに伴う一連の騒動をよく知っているようだった。
<0140> 静流も、彼女の潔癖症と、それに伴う一連の騒動をよく知っているようだった。

// <0141> 静流
<0141> 静流

// <0142> 「コタロー」
<0142> 「コタロー」

// <0143> 静流
<0143> 静流

// <0144> 「コタローのしていることは、もしかしたら…」
<0144> 「コタローのしていることは、もしかしたら…」

// <0145> 瑚太朗
<0145> 瑚太朗

// <0146> 「ん？」
<0146> 「ん？」

// <0147> 静流
<0147> 静流

// <0148> 「………」
<0148> 「………」

// <0149> 少し悩んでいるようだった。
<0149> 少し悩んでいるようだった。

// <0150> 静流
<0150> 静流

// <0151> 「私に任せてくれたほうがいいかもしれない」
<0151> 「私に任せてくれたほうがいいかもしれない」

// <0152> 瑚太朗
<0152> 瑚太朗

// <0153> 「そりゃ、何でまた」
<0153> 「そりゃ、何でまた」

// <0154> 静流
<0154> 静流

// <0155> 「女の子どーしのことは女の子どーし」
<0155> 「女の子どーしのことは女の子どーし」

// <0156> 瑚太朗
<0156> 瑚太朗

// <0157> 「…そういわれると、そりゃごもっともって気になるが…」
<0157> 「…そういわれると、そりゃごもっともって気になるが…」

// <0158> 静流
<0158> 静流

// <0159> 「…コタローとルチアを見てると、もっとこじれてしまうかもしれない」
<0159> 「…コタローとルチアを見てると、もっとこじれてしまうかもしれない」

// <0160> …思い返してみる。
<0160> …思い返してみる。

// <0161> 確かに俺は、ルチアのことは何も知らない。余計なお節介が、ますますに事態をおかしくしてしまうかもしれない。
<0161> 確かに俺は、ルチアのことは何も知らない。余計なお節介が、ますますに事態をおかしくしてしまうかもしれない。

// <0162> 本当に俺が動くべきなのか？
<0162> 本当に俺が動くべきなのか？

// <0163> ルチアと昔からの知り合いみたいだし、静流に任せたほうがいいのかもしれない…。
<0163> ルチアと昔からの知り合いみたいだし、静流に任せたほうがいいのかもしれない…。

// <0164> 実際のところ、ルチアも、俺に絡まれて迷惑しているんじゃないのか。
<0164> 実際のところ、ルチアも、俺に絡まれて迷惑しているんじゃないのか。

// <0165> この際、静流に任せて、すっぱりと手を引くにはいい潮時かもしれないな…。
<0165> この際、静流に任せて、すっぱりと手を引くにはいい潮時かもしれないな…。

// <0166> 静流に任せる
<0166> 静流に任せる

// <0167> 俺が動く
<0167> 俺が動く

// <0168> 考えれば、当然だった。
<0168> 考えれば、当然だった。

// <0169> 瑚太朗
<0169> 瑚太朗

// <0170> 「そうだな…」
<0170> 「そうだな…」

// <0171> 俺なんかより長く一緒にいるであろう静流のほうが、ルチアの事も理解できているだろう。
<0171> 俺なんかより長く一緒にいるであろう静流のほうが、ルチアの事も理解できているだろう。

// <0172> 瑚太朗
<0172> 瑚太朗

// <0173> 「わかった、じゃあ頼むわ」
<0173> 「わかった、じゃあ頼むわ」

// <0174> 瑚太朗
<0174> 瑚太朗

// <0175> 「でもさ、俺に出来ることとかあったら、いつでも手伝う」
<0175> 「でもさ、俺に出来ることとかあったら、いつでも手伝う」

// <0176> 静流
<0176> 静流

// <0177> 「うん」
<0177> 「うん」

// <0178> 静流
<0178> 静流

// <0179> 「コタローがそう動いてくれていたことはルチアにも伝えるし、顛末は話したいと思う」
<0179> 「コタローがそう動いてくれていたことはルチアにも伝えるし、顛末は話したいと思う」

// <0180> 瑚太朗
<0180> 瑚太朗

// <0181> 「そうか…」
<0181> 「そうか…」

// <0182> 静流
<0182> 静流

// <0183> 「任せておけ」
<0183> 「任せておけ」

// <0184> 胸を張る。
<0184> 胸を張る。

// <0185> 瑚太朗
<0185> 瑚太朗

// <0186> 「ああ…じゃあ、頼む」
<0186> 「ああ…じゃあ、頼む」

// <0187> 静流
<0187> 静流

// <0188> 「うん」
<0188> 「うん」

// <0189> 結局のところ、これが一番の解決案だと思った。
<0189> 結局のところ、これが一番の解決案だと思った。

// <0190> 授業終了。半ドン。
<0190> 授業終了。半ドン。

// <0191> 瑚太朗
<0191> 瑚太朗

// <0192> （シズルチアはいないんだったな…）
<0192> （シズルチアはいないんだったな…）

// <0193> ふたりも欠いては週末のクエストは、お流れだろう。
<0193> ふたりも欠いては週末のクエストは、お流れだろう。

// <0194> たまにはのんびりするのも悪くない。
<0194> たまにはのんびりするのも悪くない。

// <0195> 収穫祭も近い。
<0195> 収穫祭も近い。

// <0196> 街の様子もそろそろ賑やかになっているはずだ。
<0196> 街の様子もそろそろ賑やかになっているはずだ。

// <0197> 瑚太朗
<0197> 瑚太朗

// <0198> （誰か誘って、遊ぶという手もあるけど）
<0198> （誰か誘って、遊ぶという手もあるけど）

// <0199> 小鳥がいそいそと教室を出ようとしている場面が見えた。
<0199> 小鳥がいそいそと教室を出ようとしている場面が見えた。

// <0200> 追いかける
<0200> 追いかける

// <0201> 見送る
<0201> 見送る

// <0202> ほとんど無意識だった。
<0202> ほとんど無意識だった。

// <0203> なんとなくだった。
<0203> なんとなくだった。

// <0204> 小鳥を追って廊下に出る。
<0204> 小鳥を追って廊下に出る。

// <0205> 瑚太朗
<0205> 瑚太朗

// <0206> 「小鳥ー」
<0206> 「小鳥ー」

// <0207> 小鳥
<0207> 小鳥

// <0208> 「おおうっ」
<0208> 「おおうっ」

// <0209> 背後から肩を掴んだためか、小鳥はびくっとした。
<0209> 背後から肩を掴んだためか、小鳥はびくっとした。

// <0210> 小鳥
<0210> 小鳥

// <0211> 「びっくりしたぜー」
<0211> 「びっくりしたぜー」

// <0212> 瑚太朗
<0212> 瑚太朗

// <0213> 「ごめんごめん」
<0213> 「ごめんごめん」

// <0214> 瑚太朗
<0214> 瑚太朗

// <0215> 「メシ行くの？」
<0215> 「メシ行くの？」

// <0216> 小鳥
<0216> 小鳥

// <0217> 「メシは適当に済ませる予定なんだよ」
<0217> 「メシは適当に済ませる予定なんだよ」

// <0218> 瑚太朗
<0218> 瑚太朗

// <0219> 「そんなに忙しいの？」
<0219> 「そんなに忙しいの？」

// <0220> 小鳥
<0220> 小鳥

// <0221> 「緑を増やそう委員会でちょっとあってさ」
<0221> 「緑を増やそう委員会でちょっとあってさ」

// <0222> 瑚太朗
<0222> 瑚太朗

// <0223> 「俺も行っていい？」
<0223> 「俺も行っていい？」

// <0224> 小鳥
<0224> 小鳥

// <0225> 「いいけど…任務だから、あんまおもろくないかもだよ」
<0225> 「いいけど…任務だから、あんまおもろくないかもだよ」

// <0226> 瑚太朗
<0226> 瑚太朗

// <0227> 「いいんだよ、俺は小鳥をストーキングしたいだけなんだ」
<0227> 「いいんだよ、俺は小鳥をストーキングしたいだけなんだ」

// <0228> 優しく告げた。
<0228> 優しく告げた。

// <0229> 小鳥
<0229> 小鳥

// <0230> 「ぶおおおおっ」
<0230> 「ぶおおおおっ」

// <0231> 小鳥
<0231> 小鳥

// <0232> 「正直な変態！」
<0232> 「正直な変態！」

// <0233> 瑚太朗
<0233> 瑚太朗

// <0234> 「小鳥が先に歩く時って、いつもお尻のあたりを凝視してるからな」
<0234> 「小鳥が先に歩く時って、いつもお尻のあたりを凝視してるからな」

// <0235> 小鳥
<0235> 小鳥

// <0236> 「８８を誇るこのおヒップ様を…」
<0236> 「８８を誇るこのおヒップ様を…」

// <0237> 瑚太朗
<0237> 瑚太朗

// <0238> （実際は８３だろ…）
<0238> （実際は８３だろ…）

// <0239> 俺は小鳥の３サイズを、いろいろな手段を駆使して把握しているのだ。
<0239> 俺は小鳥の３サイズを、いろいろな手段を駆使して把握しているのだ。

// <0240> ５ほどサバを読んでいるようだ。
<0240> ５ほどサバを読んでいるようだ。

// <0241> 瑚太朗
<0241> 瑚太朗

// <0242> （ちなみにバストは８３だ…）
<0242> （ちなみにバストは８３だ…）

// <0243> 瑚太朗
<0243> 瑚太朗

// <0244> 「バストはいくつなの？」
<0244> 「バストはいくつなの？」

// <0245> 小鳥
<0245> 小鳥

// <0246> 「８８さ」
<0246> 「８８さ」

// <0247> 小鳥
<0247> 小鳥

// <0248> 「胸とケツはサイズ同じなの」
<0248> 「胸とケツはサイズ同じなの」

// <0249> 瑚太朗
<0249> 瑚太朗

// <0250> 「グラマラス～」
<0250> 「グラマラス～」

// <0251> 小鳥
<0251> 小鳥

// <0252> 「うひへへへへへ…」
<0252> 「うひへへへへへ…」

// <0253> 瑚太朗
<0253> 瑚太朗

// <0254> 「ご機嫌なところで、どうか俺をパーティーに加えておくれ…」
<0254> 「ご機嫌なところで、どうか俺をパーティーに加えておくれ…」

// <0255> 小鳥
<0255> 小鳥

// <0256> 「そーやってまたついてこようとする」
<0256> 「そーやってまたついてこようとする」

// <0257> 小鳥
<0257> 小鳥

// <0258> 「うーん」
<0258> 「うーん」

// <0259> 小鳥
<0259> 小鳥

// <0260> 「ごめんよ、お仕事みたいなものだから、やっぱり…」
<0260> 「ごめんよ、お仕事みたいなものだから、やっぱり…」

// <0261> 瑚太朗
<0261> 瑚太朗

// <0262> 「そっか」
<0262> 「そっか」

// <0263> 小鳥
<0263> 小鳥

// <0264> 「ちょいと部室にでも行っといてよ。すぐ解決すると思うから、あとで合流しちゃうよ」
<0264> 「ちょいと部室にでも行っといてよ。すぐ解決すると思うから、あとで合流しちゃうよ」

// <0265> 瑚太朗
<0265> 瑚太朗

// <0266> 「うん、わかった」
<0266> 「うん、わかった」

// <0267> 小鳥は珍しく、俺の胸元にぽんと手を置く。
<0267> 小鳥は珍しく、俺の胸元にぽんと手を置く。

// <0268> 希少な接触。
<0268> 希少な接触。

// <0269> 小鳥
<0269> 小鳥

// <0270> 「いつもすまないねぇ」
<0270> 「いつもすまないねぇ」

// <0271> 瑚太朗
<0271> 瑚太朗

// <0272> 「いや、いいんだよ…」
<0272> 「いや、いいんだよ…」

// <0273> 瑚太朗
<0273> 瑚太朗

// <0274> 「…俺は潔い男さ」
<0274> 「…俺は潔い男さ」

// <0275> いつもそうだった。小鳥に関しては。
<0275> いつもそうだった。小鳥に関しては。

// <0276> 小鳥
<0276> 小鳥

// <0277> 「んじゃねー」
<0277> 「んじゃねー」

// <0278> 歩いていく小鳥の後ろ姿を、見送る。
<0278> 歩いていく小鳥の後ろ姿を、見送る。

// <0279> いつもここで少し引っかかる。
<0279> いつもここで少し引っかかる。

// <0280> 瑚太朗
<0280> 瑚太朗

// <0281> 「………」
<0281> 「………」

// <0282> 瑚太朗
<0282> 瑚太朗

// <0283> （一度だけ…）
<0283> （一度だけ…）

// <0284> そう、一度だけ。
<0284> そう、一度だけ。

// <0285> 瑚太朗
<0285> 瑚太朗

// <0286> （厳密には、二度目だけどさ）
<0286> （厳密には、二度目だけどさ）

// <0287> 瑚太朗
<0287> 瑚太朗

// <0288> 「…踏み込んで、みるか」
<0288> 「…踏み込んで、みるか」

// <0289> 声に出してみた。
<0289> 声に出してみた。

// <0290> ストーキングをするということじゃない。
<0290> ストーキングをするということじゃない。

// <0291> 本気で嫌がられたら、引けばいい。
<0291> 本気で嫌がられたら、引けばいい。

// <0292> 今度こそ、本当に引けばいい。
<0292> 今度こそ、本当に引けばいい。

// <0293> …吉野だっているのだから。
<0293> …吉野だっているのだから。

// <0294> 瑚太朗
<0294> 瑚太朗

// <0295> （ちょっと悔しいけどな…）
<0295> （ちょっと悔しいけどな…）

// <0296> 瑚太朗
<0296> 瑚太朗

// <0297> （さて）
<0297> （さて）

// <0298> 俺は一歩を踏み出す。
<0298> 俺は一歩を踏み出す。

// <0299> 勇気を出して踏み出せ、と皆が言う。
<0299> 勇気を出して踏み出せ、と皆が言う。

// <0300> けれど勇気の代償は、決して小さくはない。
<0300> けれど勇気の代償は、決して小さくはない。

// <0301> 心が砕けてしまうことだってあるからだ。
<0301> 心が砕けてしまうことだってあるからだ。

// <0302> 何度も踏み出せればいい…
<0302> 何度も踏み出せればいい…

// <0303> けれど人間は無限に強くはなれない。
<0303> けれど人間は無限に強くはなれない。

// <0304> 頑張りは有限なのだ。
<0304> 頑張りは有限なのだ。

// <0305> だけど俺は、もう一度、前進してみることにした。
<0305> だけど俺は、もう一度、前進してみることにした。

// <0306> 震えるほどに怖いし、大きな喪失があるかも知れないけど。
<0306> 震えるほどに怖いし、大きな喪失があるかも知れないけど。

// <0307> 勝ち取る、つかみ取る、踏み出す。
<0307> 勝ち取る、つかみ取る、踏み出す。

// <0308> そうしたものが美しく、健全な決断などとは微塵も思わない。
<0308> そうしたものが美しく、健全な決断などとは微塵も思わない。

// <0309> 心が壊れたあとで「よく頑張った。立派だった」なんて死んでも言われたくない。
<0309> 心が壊れたあとで「よく頑張った。立派だった」なんて死んでも言われたくない。

// <0310> ただ欲しいから、どうしても欲しいから、俺は動くのだ。
<0310> ただ欲しいから、どうしても欲しいから、俺は動くのだ。

// <0311> 俺はソレが、死ぬほど欲しいと思う。
<0311> 俺はソレが、死ぬほど欲しいと思う。

// <0312> 一歩間違えたらストーカーになってしまうほどに。
<0312> 一歩間違えたらストーカーになってしまうほどに。

// <0313> 瑚太朗
<0313> 瑚太朗

// <0314> 「よし、突撃だ」
<0314> 「よし、突撃だ」

// <0315> 小鳥のあとを追いかける。
<0315> 小鳥のあとを追いかける。

// <0316> 瑚太朗
<0316> 瑚太朗

// <0317> 「悪い、やっぱついて来ちゃった」
<0317> 「悪い、やっぱついて来ちゃった」

// <0318> 小鳥
<0318> 小鳥

// <0319> 「なんとーーーっ！？」
<0319> 「なんとーーーっ！？」

// <0320> 現場についた瞬間、背後から声をかけてしまった。
<0320> 現場についた瞬間、背後から声をかけてしまった。
