// <0000> 瑚太朗
// <0079> 「…まあ」
<0079> 「…まあ」

// <0080> 朱音＿不要
<0080> 朱音＿不要

// <0081> 「………」
<0081> 「………」

// <0082> 瑚太朗
<0082> 瑚太朗

// <0083> 「………」
<0083> 「………」

// <0084> ＤＥＡＤ　ＥＮＤと言いたいのでしょうか。
<0084> ＤＥＡＤ　ＥＮＤと言いたいのでしょうか。

// <0085> 咲夜
<0085> 咲夜

// <0086> 「ご心配には及びません」
<0086> 「ご心配には及びません」

// <0087> 瑚太朗
<0087> 瑚太朗

// <0088> 「うおっ、またどっから出やがった！？」
<0088> 「うおっ、またどっから出やがった！？」

// <0089> 部屋にはいなかったしドアが開いた気配もなかったぞ！？
<0089> 部屋にはいなかったしドアが開いた気配もなかったぞ！？

// <0090> ちはや
<0090> ちはや

// <0091> 「何か持ってきたんです？」
<0091> 「何か持ってきたんです？」

// <0092> 咲夜
<0092> 咲夜

// <0093> 「今回に相応しいルートをあらかじめ調べておきました。無知なオタ朗君でも簡単にルートが解る様にしてありますよ」
<0093> 「今回に相応しいルートをあらかじめ調べておきました。無知なオタ朗君でも簡単にルートが解る様にしてありますよ」

// <0094> 瑚太朗
<0094> 瑚太朗

// <0095> 「オタじゃねえし…」
<0095> 「オタじゃねえし…」

// <0096> 相変わらず俺のことなどは微塵も気にせず、てきぱきと地図を広げる。
<0096> 相変わらず俺のことなどは微塵も気にせず、てきぱきと地図を広げる。

// <0097> 瑚太朗
<0097> 瑚太朗

// <0098> 「…しかしまあ、確かに現実的なルートだな」
<0098> 「…しかしまあ、確かに現実的なルートだな」

// <0099> 街中からバスで山道を進み、途中で降りてスタート。
<0099> 街中からバスで山道を進み、途中で降りてスタート。

// <0100> その後、森の中を街の逆側へ向けて進むルートだ。
<0100> その後、森の中を街の逆側へ向けて進むルートだ。

// <0101> 浅い部分だけにはなってしまうが、範囲で言えば結構なものになる。
<0101> 浅い部分だけにはなってしまうが、範囲で言えば結構なものになる。

// <0102> 瑚太朗
<0102> 瑚太朗

// <0103> 「…じゃ、仕方ない…これで行ってみよう」
<0103> 「…じゃ、仕方ない…これで行ってみよう」

// <0104> 瑚太朗
<0104> 瑚太朗

// <0105> 「大きな調査にはならないだろうけど、各自必要と思うものを用意して、３０分後バス停前に集合だ」
<0105> 「大きな調査にはならないだろうけど、各自必要と思うものを用意して、３０分後バス停前に集合だ」

// <0106> 朱音＿不要
<0106> 朱音＿不要

// <0107> 「………」
<0107> 「………」

// <0108> 瑚太朗
<0108> 瑚太朗

// <0109> 「会長はなんかしゃべってくださいよ」
<0109> 「会長はなんかしゃべってくださいよ」

// <0110> 朱音＿不要
<0110> 朱音＿不要

// <0111> 「………」
<0111> 「………」

// <0112> 瑚太朗
<0112> 瑚太朗

// <0113> 「感情がわからんです…」
<0113> 「感情がわからんです…」

// <0114> …いや、来てくれるだけありがたいと思おう…。
<0114> …いや、来てくれるだけありがたいと思おう…。

// <0115> 一度自宅へ戻り、両手が空くようにリュックを引っ張り出してきた。
<0115> 一度自宅へ戻り、両手が空くようにリュックを引っ張り出してきた。

// <0116> 瑚太朗
<0116> 瑚太朗

// <0117> 「ライトとか、携帯食料は要りそうだな…」
<0117> 「ライトとか、携帯食料は要りそうだな…」

// <0118> その他、多機能ナイフやコンパス、予備用電池なんかを詰め込んだ。
<0118> その他、多機能ナイフやコンパス、予備用電池なんかを詰め込んだ。

// <0119> 日帰りの森ならこの程度で大丈夫だろう。
<0119> 日帰りの森ならこの程度で大丈夫だろう。

// <0120> 瑚太朗
<0120> 瑚太朗

// <0121> 「…で、まあ君ら…」
<0121> 「…で、まあ君ら…」

// <0122> 小鳥
<0122> 小鳥

// <0123> 「飴ちゃんとぽてち持ってきた」
<0123> 「飴ちゃんとぽてち持ってきた」

// <0124> 静流
<0124> 静流

// <0125> 「さんま缶は必須だ」
<0125> 「さんま缶は必須だ」

// <0126> ちはや
<0126> ちはや

// <0127> 「咲夜が紅茶とスコーン用意してくれました。おやつに食べましょうー」
<0127> 「咲夜が紅茶とスコーン用意してくれました。おやつに食べましょうー」

// <0128> 小鳥
<0128> 小鳥

// <0129> 「わーい」
<0129> 「わーい」

// <0130> 瑚太朗
<0130> 瑚太朗

// <0131> 「………」
<0131> 「………」

// <0132> ピクニック気分だ…。
<0132> ピクニック気分だ…。

// <0133> 瑚太朗
<0133> 瑚太朗

// <0134> 「会長にいたっては完全に手ぶらですしね…」
<0134> 「会長にいたっては完全に手ぶらですしね…」

// <0135> 朱音＿不要
<0135> 朱音＿不要

// <0136> 「………」
<0136> 「………」

// <0137> 会長はタブレットＰＣを構えていた。
<0137> 会長はタブレットＰＣを構えていた。

// <0138> 瑚太朗
<0138> 瑚太朗

// <0139> 「いい加減にしゃべれや！」
<0139> 「いい加減にしゃべれや！」

// <0140> 朱音
<0140> 朱音

// <0141> 「めんどくさいのよ」
<0141> 「めんどくさいのよ」

// <0142> 瑚太朗
<0142> 瑚太朗

// <0143> 「そのうちどっかの学者が予想した未来人みたいになりますよ…手と目しかないっていう」
<0143> 「そのうちどっかの学者が予想した未来人みたいになりますよ…手と目しかないっていう」

// <0144> 朱音
<0144> 朱音

// <0145> 「合理的で素晴らしいことじゃない。そうなるよう科学はより進歩して行くといいわね」
<0145> 「合理的で素晴らしいことじゃない。そうなるよう科学はより進歩して行くといいわね」

// <0146> 瑚太朗
<0146> 瑚太朗

// <0147> 「漂流してる教室の未来の人類みたいになっちゃえ、あんた」
<0147> 「漂流してる教室の未来の人類みたいになっちゃえ、あんた」

// <0148> ルチア
<0148> ルチア

// <0149> 「急ごう。日が落ちたら森の中は闇も同然だぞ」
<0149> 「急ごう。日が落ちたら森の中は闇も同然だぞ」

// <0150> 瑚太朗
<0150> 瑚太朗

// <0151> 「ああ、そうだな…委員長が一番頼りになるな」
<0151> 「ああ、そうだな…委員長が一番頼りになるな」

// <0152> ルチア
<0152> ルチア

// <0153> 「なっ…私はただ、みんなの安全が第一なだけだっ」
<0153> 「なっ…私はただ、みんなの安全が第一なだけだっ」

// <0154> 瑚太朗
<0154> 瑚太朗

// <0155> 「つーわけで行くぞー」
<0155> 「つーわけで行くぞー」

// <0156> みんなでバスに乗り込んだ。
<0156> みんなでバスに乗り込んだ。

// <0157> バスを降り、森の中へ入る。
<0157> バスを降り、森の中へ入る。

// <0158> まだまだ森も浅く、木漏れ日がちょうど道を照らしていた。
<0158> まだまだ森も浅く、木漏れ日がちょうど道を照らしていた。

// <0159> 執事謹製の地図を広げ、歩き出す。
<0159> 執事謹製の地図を広げ、歩き出す。

// <0160> 小鳥
<0160> 小鳥

// <0161> 「この辺は意外とちゃんと道っぽくなってるんだね」
<0161> 「この辺は意外とちゃんと道っぽくなってるんだね」

// <0162> このあたりは小鳥の行動範囲外のようだ。
<0162> このあたりは小鳥の行動範囲外のようだ。

// <0163> 静流
<0163> 静流

// <0164> 「これなら歩きやすい」
<0164> 「これなら歩きやすい」

// <0165> 瑚太朗
<0165> 瑚太朗

// <0166> 「そうだな…歩きやすくておかしなくらいだ」
<0166> 「そうだな…歩きやすくておかしなくらいだ」

// <0167> こんなところにそもそも道なんてなかったと思うんだが。
<0167> こんなところにそもそも道なんてなかったと思うんだが。

// <0168> 瑚太朗
<0168> 瑚太朗

// <0169> 「………」
<0169> 「………」

// <0170> 藪に新しい切り口を発見した。
<0170> 藪に新しい切り口を発見した。

// <0171> まさか、咲夜が道作ってたってことはねえだろうな…。
<0171> まさか、咲夜が道作ってたってことはねえだろうな…。

// <0172> ３０分ほど進む。
<0172> ３０分ほど進む。

// <0173> 後ろの娘っ子達は相変わらずかしましく会話を続けているが…。
<0173> 後ろの娘っ子達は相変わらずかしましく会話を続けているが…。

// <0174> 瑚太朗
<0174> 瑚太朗

// <0175> （緊張感がねえ…）
<0175> （緊張感がねえ…）

// <0176> 確かに安全な道だが、こんなところでＵＭＡと出くわすなんてことがありうるだろうか。
<0176> 確かに安全な道だが、こんなところでＵＭＡと出くわすなんてことがありうるだろうか。

// <0177> …この道が何よりも悪い気がする。
<0177> …この道が何よりも悪い気がする。

// <0178> 少し奥まったほうへ向かって見るか…。
<0178> 少し奥まったほうへ向かって見るか…。

// <0179> ３分後。
<0179> ３分後。

// <0180> ちはや
<0180> ちはや

// <0181> 「瑚太朗、道外れたらしいですよー」
<0181> 「瑚太朗、道外れたらしいですよー」

// <0182> 瑚太朗
<0182> 瑚太朗

// <0183> 「げっ、なんでわかるんだ」
<0183> 「げっ、なんでわかるんだ」

// <0184> ちはや
<0184> ちはや

// <0185> 「咲夜からメールきました」
<0185> 「咲夜からメールきました」

// <0186> 瑚太朗
<0186> 瑚太朗

// <0187> 「ＧＰＳか…」
<0187> 「ＧＰＳか…」

// <0188> この調子だと、あいつ普通にどっかからか、すっ飛んできそうだ…。
<0188> この調子だと、あいつ普通にどっかからか、すっ飛んできそうだ…。

// <0189> 真面目にルートに沿って進むしかない。
<0189> 真面目にルートに沿って進むしかない。

// <0190> 瑚太朗
<0190> 瑚太朗

// <0191> 「あれ…」
<0191> 「あれ…」

// <0192> 倒木だ。いくつか折り重なって、道を塞いでいる。
<0192> 倒木だ。いくつか折り重なって、道を塞いでいる。

// <0193> 瑚太朗
<0193> 瑚太朗

// <0194> 「仕方ない、回り道するか…藪を抜けていくしかないな」
<0194> 「仕方ない、回り道するか…藪を抜けていくしかないな」

// <0195> ちはや
<0195> ちはや

// <0196> 「こっちです？」
<0196> 「こっちです？」

// <0197> ちはやが藪の中へ向かうと。
<0197> ちはやが藪の中へ向かうと。

// <0198> 静流
<0198> 静流

// <0199> 「ちー、そっちは危ない！」
<0199> 「ちー、そっちは危ない！」

// <0200> ちはや
<0200> ちはや

// <0201> 「はい？」
<0201> 「はい？」

// <0202> ちはや
<0202> ちはや

// <0203> 「あ」
<0203> 「あ」

// <0204> ずる。
<0204> ずる。

// <0205> ちはや
<0205> ちはや

// <0206> 「わぁーーっ！」
<0206> 「わぁーーっ！」

// <0207> 落ちた！？
<0207> 落ちた！？

// <0208> 瑚太朗
<0208> 瑚太朗

// <0209> 「おい、ちはや！？」
<0209> 「おい、ちはや！？」

// <0210> 静流
<0210> 静流

// <0211> 「そこは崖になっているんだ！」
<0211> 「そこは崖になっているんだ！」

// <0212> 急いで駆けつける。
<0212> 急いで駆けつける。

// <0213> ちはや
<0213> ちはや

// <0214> 「あうぅ…何でこんなことに…」
<0214> 「あうぅ…何でこんなことに…」

// <0215> 藪の根に捕まっていたらしい。
<0215> 藪の根に捕まっていたらしい。

// <0216> 高さは２メートルほどの断崖だが、落ちたらこいつじゃ上がれそうにない。
<0216> 高さは２メートルほどの断崖だが、落ちたらこいつじゃ上がれそうにない。

// <0217> 瑚太朗
<0217> 瑚太朗

// <0218> 「引っ張りあげてやる、掴まれっ」
<0218> 「引っ張りあげてやる、掴まれっ」

// <0219> ちはや
<0219> ちはや

// <0220> 「はいぃ～」
<0220> 「はいぃ～」

// <0221> 瑚太朗
<0221> 瑚太朗

// <0222> 「よし、静流は俺を引っ張ってくれ」
<0222> 「よし、静流は俺を引っ張ってくれ」

// <0223> 静流＿不要
<0223> 静流＿不要

// <0224> 「………」
<0224> 「………」

// <0225> 黙ってうなずく。
<0225> 黙ってうなずく。

// <0226> ルチアも黙って手を貸してくれた。
<0226> ルチアも黙って手を貸してくれた。

// <0227> 瑚太朗
<0227> 瑚太朗

// <0228> 「よし、せーのっ」
<0228> 「よし、せーのっ」

// <0229> 朱音＿不要
<0229> 朱音＿不要

// <0230> 「………」
<0230> 「………」

// <0231> 瑚太朗
<0231> 瑚太朗

// <0232> 「力抜けるわ！」
<0232> 「力抜けるわ！」

// <0233> 静流
<0233> 静流

// <0234> 「おーえす、おーえす」
<0234> 「おーえす、おーえす」

// <0235> 
<0235> 

// <0236> ちはや
<0236> ちはや

// <0237> 「助かりました～」
<0237> 「助かりました～」

// <0238> ルチア
<0238> ルチア

// <0239> 「全く、足元くらい注意して歩かないと危ないぞ」
<0239> 「全く、足元くらい注意して歩かないと危ないぞ」

// <0240> ちはや
<0240> ちはや

// <0241> 「しょ、しょうがないじゃないですか！　葉っぱが邪魔で見えなかったんです！」
<0241> 「しょ、しょうがないじゃないですか！　葉っぱが邪魔で見えなかったんです！」

// <0242> 小鳥
<0242> 小鳥

// <0243> 「まーまー無事だったんだから」
<0243> 「まーまー無事だったんだから」

// <0244> ちはや
<0244> ちはや

// <0245> 「大体、こんなのどかして進めばいいんですよ」
<0245> 「大体、こんなのどかして進めばいいんですよ」

// <0246> 言いながら、倒木に手を掛ける。
<0246> 言いながら、倒木に手を掛ける。

// <0247> ず…。
<0247> ず…。

// <0248> ずずずず…。
<0248> ずずずず…。

// <0249> 瑚太朗
<0249> 瑚太朗

// <0250> 「…すげ」
<0250> 「…すげ」

// <0251> 朱音＿不要
<0251> 朱音＿不要

// <0252> 「………」
<0252> 「………」

// <0253> ちはや
<0253> ちはや

// <0254> 「これで進めますね」
<0254> 「これで進めますね」

// <0255> 朱音
<0255> 朱音

// <0256> 「ご苦労様。進むわよ」
<0256> 「ご苦労様。進むわよ」

// <0257> 瑚太朗
<0257> 瑚太朗

// <0258> 「応援すら自分の口でしてない人がなぜ先導を…」
<0258> 「応援すら自分の口でしてない人がなぜ先導を…」

// <0259> 少し広い場所に出た。
<0259> 少し広い場所に出た。

// <0260> 瑚太朗
<0260> 瑚太朗

// <0261> 「ここで休憩らしいが…」
<0261> 「ここで休憩らしいが…」

// <0262> 小鳥
<0262> 小鳥

// <0263> 「わ、こっちリンドウがいっぱい咲いてる」
<0263> 「わ、こっちリンドウがいっぱい咲いてる」

// <0264> ちはや
<0264> ちはや

// <0265> 「綺麗ですねえ～」
<0265> 「綺麗ですねえ～」

// <0266> 静流
<0266> 静流

// <0267> 「リンドウは根っこがお薬になる」
<0267> 「リンドウは根っこがお薬になる」

// <0268> ルチア
<0268> ルチア

// <0269> 「こっちにシートを用意したぞ。みんなでおやつでも食べよう」
<0269> 「こっちにシートを用意したぞ。みんなでおやつでも食べよう」

// <0270> 小鳥
<0270> 小鳥

// <0271> 「わーい」
<0271> 「わーい」

// <0272> ちはや
<0272> ちはや

// <0273> 「なんかもうここでおやつ食べたら満足ですねえ」
<0273> 「なんかもうここでおやつ食べたら満足ですねえ」

// <0274> 静流
<0274> 静流

// <0275> 「うむ…今日の目標は達成した気分だ」
<0275> 「うむ…今日の目標は達成した気分だ」

// <0276> 瞬時にいつものだらけムードｉｎ森状態になる。
<0276> 瞬時にいつものだらけムードｉｎ森状態になる。

// <0277> 瑚太朗
<0277> 瑚太朗

// <0278> 「まだなんも見つけちゃいないんすけどね…」
<0278> 「まだなんも見つけちゃいないんすけどね…」

// <0279> 今のところ、木人とやらの痕跡は何一つ見当たらない。
<0279> 今のところ、木人とやらの痕跡は何一つ見当たらない。

// <0280> 朱音
<0280> 朱音

// <0281> 「楽しいピクニック会ね」
<0281> 「楽しいピクニック会ね」

// <0282> 瑚太朗
<0282> 瑚太朗

// <0283> 「くそう…こんなはずじゃ…」
<0283> 「くそう…こんなはずじゃ…」

// <0284> とはいえ、現実的に考えたら、現状のルートが準備無しで進むギリギリのラインに思える。
<0284> とはいえ、現実的に考えたら、現状のルートが準備無しで進むギリギリのラインに思える。

// <0285> これ以上の深さになったら、それなりの装備と準備は必要だろう。
<0285> これ以上の深さになったら、それなりの装備と準備は必要だろう。

// <0286> 瑚太朗
<0286> 瑚太朗

// <0287> （だったら…）
<0287> （だったら…）

// <0288> カバンから双眼鏡を取り出す。
<0288> カバンから双眼鏡を取り出す。

// <0289> それを首に下げ、手ごろな木に登り始めた。
<0289> それを首に下げ、手ごろな木に登り始めた。

// <0290> ちはや
<0290> ちはや

// <0291> 「どうしたんです？」
<0291> 「どうしたんです？」

// <0292> 瑚太朗
<0292> 瑚太朗

// <0293> 「ちょっとでも捜索範囲を広げようと思って…それに、俺らの気配を感じて逃げてしまっているかもしれない」
<0293> 「ちょっとでも捜索範囲を広げようと思って…それに、俺らの気配を感じて逃げてしまっているかもしれない」

// <0294> 瑚太朗
<0294> 瑚太朗

// <0295> 「だったら遠くから、と思ってさ」
<0295> 「だったら遠くから、と思ってさ」

// <0296> 静流
<0296> 静流

// <0297> 「代わる？」
<0297> 「代わる？」

// <0298> 瑚太朗
<0298> 瑚太朗

// <0299> 「いや、大丈夫…よっ」
<0299> 「いや、大丈夫…よっ」

// <0300> するすると登っていき、ある程度の高さで枝に腰を落ち着ける。
<0300> するすると登っていき、ある程度の高さで枝に腰を落ち着ける。

// <0301> 瑚太朗
<0301> 瑚太朗

// <0302> 「………」
<0302> 「………」

// <0303> 開けたところを重点的に探してみるが…。
<0303> 開けたところを重点的に探してみるが…。

// <0304> 瑚太朗
<0304> 瑚太朗

// <0305> （だめだ、葉っぱだらけで全然下の様子がわからん…）
<0305> （だめだ、葉っぱだらけで全然下の様子がわからん…）

// <0306> 小鳥
<0306> 小鳥

// <0307> 「瑚太朗君、ちーちゃんのお菓子なくなっちゃうよー」
<0307> 「瑚太朗君、ちーちゃんのお菓子なくなっちゃうよー」

// <0308> 瑚太朗
<0308> 瑚太朗

// <0309> 「いや、俺はいいからー…」
<0309> 「いや、俺はいいからー…」

// <0310> あぁ…下の娘っ子どもは楽しそうだ…。
<0310> あぁ…下の娘っ子どもは楽しそうだ…。

// <0311> 瑚太朗
<0311> 瑚太朗

// <0312> 「くそ…俺だけでも真面目に探索するんだ…」
<0312> 「くそ…俺だけでも真面目に探索するんだ…」

// <0313> 再び双眼鏡を目に当てる。
<0313> 再び双眼鏡を目に当てる。

// <0314> 瑚太朗
<0314> 瑚太朗

// <0315> 「………」
<0315> 「………」

// <0316> しかし、本当に動物も何もいない…。
<0316> しかし、本当に動物も何もいない…。

// <0317> こういうところって、鳥とか飛んでたりするもんじゃないのか？
<0317> こういうところって、鳥とか飛んでたりするもんじゃないのか？

// <0318> 緑という生命に溢れている中で、動物の類がほとんど姿を現さない。
<0318> 緑という生命に溢れている中で、動物の類がほとんど姿を現さない。

// <0319> …考えてみれば、歪過ぎる環境だ…。
<0319> …考えてみれば、歪過ぎる環境だ…。

// <0320> 瑚太朗
<0320> 瑚太朗

// <0321> 「………」
<0321> 「………」

// <0322> 遠くばかりに目を配っていたので、すぐ下辺りに視線を落としてみる。
<0322> 遠くばかりに目を配っていたので、すぐ下辺りに視線を落としてみる。

// <0323> 瑚太朗
<0323> 瑚太朗

// <0324> 「ん！？」
<0324> 「ん！？」

// <0325> 人影…？
<0325> 人影…？

// <0326> 動いていないが、確かに人の形をした何かが見える。
<0326> 動いていないが、確かに人の形をした何かが見える。

// <0327> 目を擦り、もう一度双眼鏡を覗き込む。
<0327> 目を擦り、もう一度双眼鏡を覗き込む。

// <0328> 瑚太朗
<0328> 瑚太朗

// <0329> 「そうだ、ズームズーム…」
<0329> 「そうだ、ズームズーム…」

// <0330> つまみをいじり、拡大する。
<0330> つまみをいじり、拡大する。

// <0331> 瑚太朗
<0331> 瑚太朗

// <0332> 「……」
<0332> 「……」

// <0333> 瑚太朗
<0333> 瑚太朗

// <0334> 「い…」
<0334> 「い…」

// <0335> 瑚太朗
<0335> 瑚太朗

// <0336> 「いたぁあぁーーーっ！！！」
<0336> 「いたぁあぁーーーっ！！！」

// <0337> 
<0337> 

// <0338> ばさささ
<0338> ばさささ

// <0339> ずどんっ！！
<0339> ずどんっ！！

// <0340> 勢いに任せて落下気味に木から下りる。
<0340> 勢いに任せて落下気味に木から下りる。

// <0341> 小鳥
<0341> 小鳥

// <0342> 「うわ、瑚太朗君大丈夫…？」
<0342> 「うわ、瑚太朗君大丈夫…？」

// <0343> 瑚太朗
<0343> 瑚太朗

// <0344> 「いたんだよ、木人！」
<0344> 「いたんだよ、木人！」

// <0345> ルチア
<0345> ルチア

// <0346> 「それは今のおまえが葉っぱや枝だらけで木の人みたいに見えるというオチか？」
<0346> 「それは今のおまえが葉っぱや枝だらけで木の人みたいに見えるというオチか？」

// <0347> 瑚太朗
<0347> 瑚太朗

// <0348> 「ちがわい！　ちゃんと見たんだ！」
<0348> 「ちがわい！　ちゃんと見たんだ！」

// <0349> 瑚太朗
<0349> 瑚太朗

// <0350> 「集落みたいにいっぱいいた！　こっちこっち！」
<0350> 「集落みたいにいっぱいいた！　こっちこっち！」

// <0351> ちはや
<0351> ちはや

// <0352> 「えぇ、全然片付けもしてないんですけど…」
<0352> 「えぇ、全然片付けもしてないんですけど…」

// <0353> 瑚太朗
<0353> 瑚太朗

// <0354> 「ちゃっちゃとまとめて追ってきてくれ！」
<0354> 「ちゃっちゃとまとめて追ってきてくれ！」

// <0355> 静流
<0355> 静流

// <0356> 「………」
<0356> 「………」

// <0357> 静流がてきぱきと動き、ちはやのカバンに食器を詰めていく。
<0357> 静流がてきぱきと動き、ちはやのカバンに食器を詰めていく。

// <0358> 瑚太朗
<0358> 瑚太朗

// <0359> 「おし、行くぞ！」
<0359> 「おし、行くぞ！」

// <0360> 朱音
