// <0000> 
<0000> 

// <0001> 
<0001> 

// <0002> BS_DT_A
<0002> BS_DT_A
<0281> 「どうりでハーブ効果がないはずだ」

// <0282> 瑚太朗
<0282> 瑚太朗

// <0283> 「精神安定に効果あるんだっけ」
<0283> 「精神安定に効果あるんだっけ」

// <0284> 小鳥
<0284> 小鳥

// <0285> 「うん、そう」
<0285> 「うん、そう」

// <0286> 小鳥
<0286> 小鳥

// <0287> 「お脳によく効くチョメチョメ成分がね？」
<0287> 「お脳によく効くチョメチョメ成分がね？」

// <0288> 瑚太朗
<0288> 瑚太朗

// <0289> 「あんま詳しく聞かない方がいい気がするな、その話題…」
<0289> 「あんま詳しく聞かない方がいい気がするな、その話題…」

// <0290> 小鳥
<0290> 小鳥

// <0291> 「このクッキー、おいしいねぇ」
<0291> 「このクッキー、おいしいねぇ」

// <0292> 瑚太朗
<0292> 瑚太朗

// <0293> 「近所のパン屋で売ってた。いっこ１５キロカロリーだって」
<0293> 「近所のパン屋で売ってた。いっこ１５キロカロリーだって」

// <0294> 小鳥
<0294> 小鳥

// <0295> 「素敵だよ」
<0295> 「素敵だよ」

// <0296> 瑚太朗
<0296> 瑚太朗

// <0297> 「薄味だから、ブルーベリージャムをつけて食べるとうまい」
<0297> 「薄味だから、ブルーベリージャムをつけて食べるとうまい」

// <0298> 小鳥
<0298> 小鳥

// <0299> 「しあわせだよ」
<0299> 「しあわせだよ」

// <0300> ああ、そんなジャムつけたら結局カロリーが…
<0300> ああ、そんなジャムつけたら結局カロリーが…

// <0301> でも本人幸せそうだから、言いにくい。
<0301> でも本人幸せそうだから、言いにくい。

// <0302> 小鳥
<0302> 小鳥

// <0303> 「ところで気になってたんだけど」
<0303> 「ところで気になってたんだけど」

// <0304> 瑚太朗
<0304> 瑚太朗

// <0305> 「うん？」
<0305> 「うん？」

// <0306> 小鳥
<0306> 小鳥

// <0307> 「この紙切れなに？」
<0307> 「この紙切れなに？」

// <0308> 机に置きっぱなしになっていた、紙くずをつまみあげた。
<0308> 机に置きっぱなしになっていた、紙くずをつまみあげた。

// <0309> 瑚太朗
<0309> 瑚太朗

// <0310> 「そいつ、けいたろう」
<0310> 「そいつ、けいたろう」

// <0311> 瑚太朗
<0311> 瑚太朗

// <0312> 「俺思いのいいやつだった…く」
<0312> 「俺思いのいいやつだった…く」

// <0313> こうして思い返してみても、涙がチョチョ切れそうになるほどだ。
<0313> こうして思い返してみても、涙がチョチョ切れそうになるほどだ。

// <0314> 瑚太朗
<0314> 瑚太朗

// <0315> 「いのちひとつで一夜ずつ、俺を守ってくれた…」
<0315> 「いのちひとつで一夜ずつ、俺を守ってくれた…」

// <0316> 小鳥
<0316> 小鳥

// <0317> 「…なんだろう、全然わからない話になってる…」
<0317> 「…なんだろう、全然わからない話になってる…」

// <0318> 瑚太朗
<0318> 瑚太朗

// <0319> 「三晩の撃退でもう諦めてくれたことを期待したいよ、霊には」
<0319> 「三晩の撃退でもう諦めてくれたことを期待したいよ、霊には」

// <0320> 小鳥
<0320> 小鳥

// <0321> 「…その霊ってさ」
<0321> 「…その霊ってさ」

// <0322> 小鳥
<0322> 小鳥

// <0323> 「どうして瑚太朗君のところに来るんだろ？」
<0323> 「どうして瑚太朗君のところに来るんだろ？」

// <0324> 瑚太朗
<0324> 瑚太朗

// <0325> 「わからんよ。心当たりがない」
<0325> 「わからんよ。心当たりがない」

// <0326> 瑚太朗
<0326> 瑚太朗

// <0327> 「でも霊ってそういう理不尽な呪い方するじゃん？」
<0327> 「でも霊ってそういう理不尽な呪い方するじゃん？」

// <0328> 小鳥
<0328> 小鳥

// <0329> 「うーん…」
<0329> 「うーん…」

// <0330> 深刻な顔をする。
<0330> 深刻な顔をする。

// <0331> 小鳥
<0331> 小鳥

// <0332> 「…ねえ」
<0332> 「…ねえ」

// <0333> 小鳥
<0333> 小鳥

// <0334> 「それって本当に霊なのかな？」
<0334> 「それって本当に霊なのかな？」

// <0335> 瑚太朗
<0335> 瑚太朗

// <0336> 「え？」
<0336> 「え？」

// <0337> 小鳥
<0337> 小鳥

// <0338> 「本当によくある怨霊とかなのかな？」
<0338> 「本当によくある怨霊とかなのかな？」

// <0339> 瑚太朗
<0339> 瑚太朗

// <0340> 「どうして？　霊じゃなかったら何なんだ？」
<0340> 「どうして？　霊じゃなかったら何なんだ？」

// <0341> 小鳥
<0341> 小鳥

// <0342> 「それはわからないけど…」
<0342> 「それはわからないけど…」

// <0343> 小鳥
<0343> 小鳥

// <0344> 「ごめん、忘れて」
<0344> 「ごめん、忘れて」

// <0345> 瑚太朗
<0345> 瑚太朗

// <0346> 「平気だって」
<0346> 「平気だって」

// <0347> 瑚太朗
<0347> 瑚太朗

// <0348> 「会長と相談して、他の手を模索してみるから」
<0348> 「会長と相談して、他の手を模索してみるから」

// <0349> 小鳥
<0349> 小鳥

// <0350> 「そうだね。この式神を持っていた会長さんなら…何か手はあるはずだよね」
<0350> 「そうだね。この式神を持っていた会長さんなら…何か手はあるはずだよね」

// <0351> 瑚太朗
<0351> 瑚太朗

// <0352> 「コーヒーは？　おかわり淹れるか？」
<0352> 「コーヒーは？　おかわり淹れるか？」

// <0353> 小鳥
<0353> 小鳥

// <0354> 「ううん、ごちそうさま。続きするよ」
<0354> 「ううん、ごちそうさま。続きするよ」

// <0355> 瑚太朗
<0355> 瑚太朗

// <0356> 「本当に俺、手伝わないでいいの？」
<0356> 「本当に俺、手伝わないでいいの？」

// <0357> 小鳥
<0357> 小鳥

// <0358> 「うん」
<0358> 「うん」

// <0359> まばゆい笑み。
<0359> まばゆい笑み。

// <0360> 小鳥
<0360> 小鳥

// <0361> 「瑚太朗君、じゃまだから♪」
<0361> 「瑚太朗君、じゃまだから♪」

// <0362> 
<0362> 

// <0363> 小鳥
<0363> 小鳥

// <0364> 「ふふんふんふ～ん♪」
<0364> 「ふふんふんふ～ん♪」

// <0365> 小鳥
<0365> 小鳥

// <0366> 「ハトのふん～♪」
<0366> 「ハトのふん～♪」

// <0367> うきうきと作業する小鳥。
<0367> うきうきと作業する小鳥。

// <0368> 瑚太朗
<0368> 瑚太朗

// <0369> 「………………」
<0369> 「………………」

// <0370> 部屋の隅で膝を抱えるだけの俺。
<0370> 部屋の隅で膝を抱えるだけの俺。

// <0371> 昼飯にはデリバリーのピザをいただいた。
<0371> 昼飯にはデリバリーのピザをいただいた。

// <0372> 小鳥もてなし代は、小遣いとは別口で用意されている。
<0372> 小鳥もてなし代は、小遣いとは別口で用意されている。

// <0373> だからピザだろうが寿司だろうが、懐は痛まない。
<0373> だからピザだろうが寿司だろうが、懐は痛まない。

// <0374> 例によって俺の小遣いより多いしな…
<0374> 例によって俺の小遣いより多いしな…

// <0375> 午後３時くらいには、ベランダもすっかりキレイになっていた。
<0375> 午後３時くらいには、ベランダもすっかりキレイになっていた。

// <0376> 瑚太朗
<0376> 瑚太朗

// <0377> 「こざっぱりした」
<0377> 「こざっぱりした」

// <0378> 前は緑が生い茂るという感じだったが、今は見えている土の面積の方が広い。
<0378> 前は緑が生い茂るという感じだったが、今は見えている土の面積の方が広い。

// <0379> 小鳥
<0379> 小鳥

// <0380> 「生育早いのばっかりだから、すぐにぎやかになるよ」
<0380> 「生育早いのばっかりだから、すぐにぎやかになるよ」

// <0381> 瑚太朗
<0381> 瑚太朗

// <0382> 「ふーん」
<0382> 「ふーん」

// <0383> 小鳥
<0383> 小鳥

// <0384> 「今回のは自信作だーね」
<0384> 「今回のは自信作だーね」

// <0385> 瑚太朗
<0385> 瑚太朗

