// <0000> 瑚太朗
// <0090> 「じゃあ、あんたが神様か？　…止めてくれよ、もうこんなの」
<0090> 「じゃあ、あんたが神様か？　…止めてくれよ、もうこんなの」

// <0091> 瑚太朗
<0091> 瑚太朗

// <0092> 「…何にもいらなかったんだ」
<0092> 「…何にもいらなかったんだ」

// <0093> 瑚太朗
<0093> 瑚太朗

// <0094> 「本当は、ただ普通に静流に会って…」
<0094> 「本当は、ただ普通に静流に会って…」

// <0095> 瑚太朗
<0095> 瑚太朗

// <0096> 「それで、学校生活とか一緒に送って…」
<0096> 「それで、学校生活とか一緒に送って…」

// <0097> 瑚太朗
<0097> 瑚太朗

// <0098> 「将来、恋して、結ばれて、それでずっと二人で生きてけたら…」
<0098> 「将来、恋して、結ばれて、それでずっと二人で生きてけたら…」

// <0099> 瑚太朗
<0099> 瑚太朗

// <0100> 「…そんなの、どこにでもあるような普通のことじゃないか」
<0100> 「…そんなの、どこにでもあるような普通のことじゃないか」

// <0101> 瑚太朗
<0101> 瑚太朗

// <0102> 「それくらい、俺にくれたっていいだろ…」
<0102> 「それくらい、俺にくれたっていいだろ…」

// <0103> 声
<0103> 声

// <0104> 「…ごめんね」
<0104> 「…ごめんね」

// <0105> 声
<0105> 声

// <0106> 「私、神様じゃない」
<0106> 「私、神様じゃない」

// <0107> 声
<0107> 声

// <0108> 「運命って言ったけど…」
<0108> 「運命って言ったけど…」

// <0109> 声
<0109> 声

// <0110> 「それはきっと、二人で変えていくしかないから…」
<0110> 「それはきっと、二人で変えていくしかないから…」

// <0111> 瑚太朗
<0111> 瑚太朗

// <0112> 「………」
<0112> 「………」

// <0113> 声
<0113> 声

// <0114> 「でもね」
<0114> 「でもね」

// <0115> 声
<0115> 声

// <0116> 「私、なんとなく分かるんだ」
<0116> 「私、なんとなく分かるんだ」

// <0117> 声
<0117> 声

// <0118> 「…きっと…この先もずっと、辛いこと、いっぱいあるよ」
<0118> 「…きっと…この先もずっと、辛いこと、いっぱいあるよ」

// <0119> 声
<0119> 声

// <0120> 「それでも…いいの？」
<0120> 「それでも…いいの？」

// <0121> 瑚太朗
<0121> 瑚太朗

// <0122> 「どんなことだよ…」
<0122> 「どんなことだよ…」

// <0123> 瑚太朗
<0123> 瑚太朗

// <0124> 「こうして二人が別れちまうより辛いことなんてあるかよ…」
<0124> 「こうして二人が別れちまうより辛いことなんてあるかよ…」

// <0125> 声
<0125> 声

// <0126> 「二人で、命を削るようなことになっても？」
<0126> 「二人で、命を削るようなことになっても？」

// <0127> 瑚太朗
<0127> 瑚太朗

// <0128> 「…なんだって、乗り越えてみせる」
<0128> 「…なんだって、乗り越えてみせる」

// <0129> 瑚太朗
<0129> 瑚太朗

// <0130> 「一分でも、一秒でも静流と一緒にいられるなら」
<0130> 「一分でも、一秒でも静流と一緒にいられるなら」

// <0131> 瑚太朗
<0131> 瑚太朗

// <0132> 「一緒に生きていけるなら…」
<0132> 「一緒に生きていけるなら…」

// <0133> 瑚太朗
<0133> 瑚太朗

// <0134> 「俺はそれで、なんだって構わない」
<0134> 「俺はそれで、なんだって構わない」

// <0135> 瑚太朗
<0135> 瑚太朗

// <0136> 「…最大限、静流を幸せにしてやるだけだよ……！」
<0136> 「…最大限、静流を幸せにしてやるだけだよ……！」

// <0137> 声
<0137> 声

// <0138> 「…………すごいな」
<0138> 「…………すごいな」

// <0139> 声
<0139> 声

// <0140> 「…うん、わかったよ」
<0140> 「…うん、わかったよ」

// <0141> 声
<0141> 声

// <0142> 「でも…私にできること、ここまでだから…」
<0142> 「でも…私にできること、ここまでだから…」

// <0143> 声
<0143> 声

// <0144> 「…二人に、渡すよ」
<0144> 「…二人に、渡すよ」

// <0145> 声
<0145> 声

// <0146> 「どうか、出来るだけ長く…二人の運命が…続きますように…」
<0146> 「どうか、出来るだけ長く…二人の運命が…続きますように…」

// <0147> …さよなら。瑚太朗君。
<0147> …さよなら。瑚太朗君。

// <0148> ………。
<0148> ………。

// <0149> ………。
<0149> ………。

// <0150> …瞼越しに、強い光を感じる。
<0150> …瞼越しに、強い光を感じる。

// <0151> …目を、開いた。
<0151> …目を、開いた。

// <0152> 瑚太朗
<0152> 瑚太朗

// <0153> 「………」
<0153> 「………」

// <0154> 瑚太朗
<0154> 瑚太朗

// <0155> 「静流…？」
<0155> 「静流…？」

// <0156> 静流はじっと俺の顔を見つめて。
<0156> 静流はじっと俺の顔を見つめて。

// <0157> そして、微笑んで。
<0157> そして、微笑んで。

// <0158> …一つだけ、頷いた。
<0158> …一つだけ、頷いた。

// <0159> 静流
<0159> 静流

// <0160> 「………」
<0160> 「………」

// <0161> 何かを言いかける。
<0161> 何かを言いかける。

// <0162> …そのまま、言葉を飲み込んだように、また口を閉じる。
<0162> …そのまま、言葉を飲み込んだように、また口を閉じる。

// <0163> 瑚太朗
<0163> 瑚太朗

// <0164> 「…静流」
<0164> 「…静流」

// <0165> 瑚太朗
<0165> 瑚太朗

// <0166> 「静流…！」
<0166> 「静流…！」

// <0167> 静流は、さも当たり前みたいな顔で…。
<0167> 静流は、さも当たり前みたいな顔で…。

// <0168> でも、いつもより優しい笑顔で…。
<0168> でも、いつもより優しい笑顔で…。

// <0169> …何、そんなに泣いてるの？　と、首をひねった…。
<0169> …何、そんなに泣いてるの？　と、首をひねった…。

// <0170> 静流は目覚めたあと、すぐに医師に連れて行かれた。
<0170> 静流は目覚めたあと、すぐに医師に連れて行かれた。

// <0171> 再度の検査を受けていたみたいだ。
<0171> 再度の検査を受けていたみたいだ。

// <0172> 結果は良好。まだ衰弱はしているみたいだが、すぐに良くなるだろう、とのことだった。
<0172> 結果は良好。まだ衰弱はしているみたいだが、すぐに良くなるだろう、とのことだった。

// <0173> 西九条
<0173> 西九条

// <0174> 「念のため、あなた自身も診察受けて貰ってたけど」
<0174> 「念のため、あなた自身も診察受けて貰ってたけど」

// <0175> 西九条
<0175> 西九条

// <0176> 「今日中には結果が出そうよ」
<0176> 「今日中には結果が出そうよ」

// <0177> 瑚太朗
<0177> 瑚太朗

// <0178> 「あぁ…そういえばそんなんもありましたね…」
<0178> 「あぁ…そういえばそんなんもありましたね…」

// <0179> いや、俺自身はもう元気なんだけど。
<0179> いや、俺自身はもう元気なんだけど。

// <0180> 西九条
<0180> 西九条

// <0181> 「…本当に、良かった」
<0181> 「…本当に、良かった」

// <0182> 瑚太朗
<0182> 瑚太朗

// <0183> 「ええ…」
<0183> 「ええ…」

// <0184> 二人で結果を聞き、安堵の息を吐いた。
<0184> 二人で結果を聞き、安堵の息を吐いた。

// <0185> 西九条
<0185> 西九条

// <0186> 「やっぱり、あなたのせいね」
<0186> 「やっぱり、あなたのせいね」

// <0187> 瑚太朗
<0187> 瑚太朗

// <0188> 「…責められて当然です」
<0188> 「…責められて当然です」

// <0189> 静流のことを心配しているのは俺だけじゃない。
<0189> 静流のことを心配しているのは俺だけじゃない。

// <0190> 西九条先生も、江坂さんも、ここにはいないけど、ルチアだってそうだ。
<0190> 西九条先生も、江坂さんも、ここにはいないけど、ルチアだってそうだ。

// <0191> 西九条
<0191> 西九条

// <0192> 「あ、その…」
<0192> 「あ、その…」

// <0193> 西九条
<0193> 西九条

// <0194> 「ごめんなさい、ちょっと意地悪だったかしら」
<0194> 「ごめんなさい、ちょっと意地悪だったかしら」

// <0195> 西九条
<0195> 西九条

// <0196> 「いいの。静流ちゃんが望んでたことで…あなたはきっと、精一杯やったんだものね」
<0196> 「いいの。静流ちゃんが望んでたことで…あなたはきっと、精一杯やったんだものね」

// <0197> 西九条
<0197> 西九条

// <0198> 「結果がこうなるなら、それでいいと思うの」
<0198> 「結果がこうなるなら、それでいいと思うの」

// <0199> 西九条
<0199> 西九条

// <0200> 「でも…静流ちゃんは、出来る事ならあなたをもう危険な目に遭わせたくなかったんじゃないかしら」
<0200> 「でも…静流ちゃんは、出来る事ならあなたをもう危険な目に遭わせたくなかったんじゃないかしら」

// <0201> 西九条
<0201> 西九条

// <0202> 「あなたの記憶を消したのが静流ちゃんだったとしたら…」
<0202> 「あなたの記憶を消したのが静流ちゃんだったとしたら…」

// <0203> 瑚太朗
<0203> 瑚太朗

// <0204> 「………」
<0204> 「………」

// <0205> そうだ。
<0205> そうだ。

// <0206> 静流は、俺の記憶を消して、ここにいた。
<0206> 静流は、俺の記憶を消して、ここにいた。

// <0207> 思いつく理由は一つだけだった。
<0207> 思いつく理由は一つだけだった。

// <0208> 西九条
<0208> 西九条

// <0209> 「………」
<0209> 「………」

// <0210> 西九条
<0210> 西九条

// <0211> 「今のあの子を見ていると、どういう気持ちかわからないわね」
<0211> 「今のあの子を見ていると、どういう気持ちかわからないわね」

// <0212> 瑚太朗
<0212> 瑚太朗

// <0213> 「俺、なんとなくわかります」
<0213> 「俺、なんとなくわかります」

// <0214> …俺たちが二人で助かったのは、多分誰にも予測できなかったこと。
<0214> …俺たちが二人で助かったのは、多分誰にも予測できなかったこと。

// <0215> そんな結果を知らなければ…。
<0215> そんな結果を知らなければ…。

// <0216> 瑚太朗
<0216> 瑚太朗

// <0217> （…自分の犠牲で相手を助けて…）
<0217> （…自分の犠牲で相手を助けて…）

// <0218> 瑚太朗
<0218> 瑚太朗

// <0219> （そのこと全部忘れさせた方が…）
<0219> （そのこと全部忘れさせた方が…）

// <0220> …相手のためになるかも、って思う。
<0220> …相手のためになるかも、って思う。

// <0221> 自分というものを全て押し殺した決断だ。
<0221> 自分というものを全て押し殺した決断だ。

// <0222> 瑚太朗
<0222> 瑚太朗

// <0223> 「…先生」
<0223> 「…先生」

// <0224> 西九条
<0224> 西九条

// <0225> 「なあに？」
<0225> 「なあに？」

// <0226> 瑚太朗
<0226> 瑚太朗

// <0227> 「幸せが等価じゃない、って話、前にしましたよね」
<0227> 「幸せが等価じゃない、って話、前にしましたよね」

// <0228> 西九条
<0228> 西九条

// <0229> 「…ええ」
<0229> 「…ええ」

// <0230> 瑚太朗
<0230> 瑚太朗

// <0231> 「俺…なんとなくですけど…」
<0231> 「俺…なんとなくですけど…」

// <0232> 瑚太朗
<0232> 瑚太朗

// <0233> 「誰かを…俺たち二人以外の誰かを、不幸にした気がするんです」
<0233> 「誰かを…俺たち二人以外の誰かを、不幸にした気がするんです」

// <0234> …誰かは、分からないけど。
<0234> …誰かは、分からないけど。

// <0235> あの声の主は、俺にさよならと言った。
<0235> あの声の主は、俺にさよならと言った。

// <0236> 瑚太朗
<0236> 瑚太朗

// <0237> 「…さよならって言われたら…」
<0237> 「…さよならって言われたら…」

// <0238> 瑚太朗
<0238> 瑚太朗

// <0239> 「たぶんですけど、もうその人を俺が幸せにすることは無くて…」
<0239> 「たぶんですけど、もうその人を俺が幸せにすることは無くて…」

// <0240> 瑚太朗
<0240> 瑚太朗

// <0241> 「その人には、ただ不幸を与えたって事になるんですよね」
<0241> 「その人には、ただ不幸を与えたって事になるんですよね」

// <0242> 西九条
<0242> 西九条

// <0243> 「…残念だけど、私には何の話かわからないわ」
<0243> 「…残念だけど、私には何の話かわからないわ」

// <0244> 瑚太朗
<0244> 瑚太朗

// <0245> 「静流は、自分が全ての不幸を背負えばいいって思ってるんです」
<0245> 「静流は、自分が全ての不幸を背負えばいいって思ってるんです」

// <0246> 瑚太朗
<0246> 瑚太朗

// <0247> 「…本当は俺の記憶だって、こういうこと…何もかも忘れさせたかったんじゃないかって思うんです」
<0247> 「…本当は俺の記憶だって、こういうこと…何もかも忘れさせたかったんじゃないかって思うんです」

// <0248> 西九条
<0248> 西九条

// <0249> 「でもね、他人の不幸のために自分の幸福を捨て続けて終わるのなら、一体人は何のために生きてるのかしら」
<0249> 「でもね、他人の不幸のために自分の幸福を捨て続けて終わるのなら、一体人は何のために生きてるのかしら」

// <0250> 西九条
<0250> 西九条

// <0251> 「自分が幸せになるために、誰かの犠牲が必要なことって、結構あるものだと思うの」
<0251> 「自分が幸せになるために、誰かの犠牲が必要なことって、結構あるものだと思うの」

// <0252> 西九条
<0252> 西九条

// <0253> 「もし、それを拒んでばかりいたら、本当の幸せには辿り着けなくなっちゃうんじゃないかしら？」
<0253> 「もし、それを拒んでばかりいたら、本当の幸せには辿り着けなくなっちゃうんじゃないかしら？」

// <0254> 瑚太朗
<0254> 瑚太朗

// <0255> 「…そうですけど」
<0255> 「…そうですけど」

// <0256> 西九条
<0256> 西九条

// <0257> 「利己的であることが必要なのよ、ある程度はね」
<0257> 「利己的であることが必要なのよ、ある程度はね」

// <0258> 西九条
<0258> 西九条

// <0259> 「でも、そのことで悩むことが出来る人間なら、私は喜んで犠牲になる、って思っちゃうかしら」
<0259> 「でも、そのことで悩むことが出来る人間なら、私は喜んで犠牲になる、って思っちゃうかしら」

// <0260> 西九条
<0260> 西九条

// <0261> 「…思っちゃうかしらね」
<0261> 「…思っちゃうかしらね」

// <0262> 瑚太朗
<0262> 瑚太朗

// <0263> 「…そうですね」
<0263> 「…そうですね」

// <0264> 瑚太朗
<0264> 瑚太朗

// <0265> 「俺も…そう思います」
<0265> 「俺も…そう思います」

// <0266> 静流がそうじゃないか。
<0266> 静流がそうじゃないか。

// <0267> …だったら。
<0267> …だったら。

// <0268> 瑚太朗
<0268> 瑚太朗

// <0269> （…ごめん）
<0269> （…ごめん）

// <0270> 瑚太朗
<0270> 瑚太朗

// <0271> （それと…さよなら）
<0271> （それと…さよなら）

// <0272> きっと、これまで俺をつないでくれた人。
<0272> きっと、これまで俺をつないでくれた人。

// <0273> 瑚太朗
<0273> 瑚太朗

// <0274> 「静流ー」
<0274> 「静流ー」

// <0275> 静流の部屋に入ると。
<0275> 静流の部屋に入ると。

// <0276> 瑚太朗
<0276> 瑚太朗

// <0277> 「ん」
<0277> 「ん」

// <0278> しゃがみこみ、なにやらごそごそと冷蔵庫を漁っている。
<0278> しゃがみこみ、なにやらごそごそと冷蔵庫を漁っている。

// <0279> 瑚太朗
<0279> 瑚太朗

// <0280> 「静流ってば」
<0280> 「静流ってば」

// <0281> 歩み寄っても反応はなし。
<0281> 歩み寄っても反応はなし。

// <0282> …変わりに、ツクシャカ音が聞こえる。
<0282> …変わりに、ツクシャカ音が聞こえる。

// <0283> 耳元に目をやると、イヤホンで両の穴が塞がっていた。
<0283> 耳元に目をやると、イヤホンで両の穴が塞がっていた。

// <0284> 瑚太朗
<0284> 瑚太朗

// <0285> 「ヘイ」
<0285> 「ヘイ」

// <0286> 視界の上限ギリギリと思われる辺りから、手を振ってアピール。
<0286> 視界の上限ギリギリと思われる辺りから、手を振ってアピール。

// <0287> 静流
<0287> 静流

// <0288> 「………！」
<0288> 「………！」

// <0289> 気付き、振り返る。
<0289> 気付き、振り返る。

// <0290> いやん！　びっくりしたわぁん！　もぅ、ばかん！　るぱぁん！　と頬を染める。
<0290> いやん！　びっくりしたわぁん！　もぅ、ばかん！　るぱぁん！　と頬を染める。

// <0291> 瑚太朗
<0291> 瑚太朗

// <0292> 「いや、わりいわりい」
<0292> 「いや、わりいわりい」

// <0293> 静流＿不要
<0293> 静流＿不要

// <0294> 「………」
<0294> 「………」

// <0295> 全くもう、あんまりイキガってんとジャリ銭ソックスで血ダルマにすんぞコラァ！　と靴下を履き始める。
<0295> 全くもう、あんまりイキガってんとジャリ銭ソックスで血ダルマにすんぞコラァ！　と靴下を履き始める。

// <0296> いつものように嘘だ。
<0296> いつものように嘘だ。

// <0297> ちなみに靴下に小銭を入れたものは、中国武術の流星錘と同様の原理を持ち大変危険なので絶対に真似をしてはいけない。
<0297> ちなみに靴下に小銭を入れたものは、中国武術の流星錘と同様の原理を持ち大変危険なので絶対に真似をしてはいけない。

// <0298> 瑚太朗
<0298> 瑚太朗

// <0299> 「まあ、元気そうで何よりだが…」
<0299> 「まあ、元気そうで何よりだが…」

// <0300> 瑚太朗
<0300> 瑚太朗

// <0301> 「まだちょっと顔色悪いみたいだしおとなしく寝てなさい」
<0301> 「まだちょっと顔色悪いみたいだしおとなしく寝てなさい」

// <0302> 静流＿不要
<0302> 静流＿不要

// <0303> 「………」
<0303> 「………」

// <0304> おとなしくベッドへ戻る。
<0304> おとなしくベッドへ戻る。

// <0305> 俺は、ベッドの傍らに立てかけてあったイスを引っ張り出し、腰を落ち着けた。
<0305> 俺は、ベッドの傍らに立てかけてあったイスを引っ張り出し、腰を落ち着けた。

// <0306> 静流＿不要
<0306> 静流＿不要

// <0307> 「………」
<0307> 「………」

// <0308> 一瞬、沈黙。
<0308> 一瞬、沈黙。

// <0309> 瑚太朗
<0309> 瑚太朗

// <0310> 「…ごめんな」
<0310> 「…ごめんな」

// <0311> 自然と口から漏れた。
<0311> 自然と口から漏れた。

// <0312> 瑚太朗
<0312> 瑚太朗

// <0313> 「俺、お前に迷惑かけてばっかだ」
<0313> 「俺、お前に迷惑かけてばっかだ」

// <0314> 自分の膝に顔を埋める。
<0314> 自分の膝に顔を埋める。

// <0315> 瑚太朗
<0315> 瑚太朗

// <0316> 「俺、本当に何にも出来ねえ…」
<0316> 「俺、本当に何にも出来ねえ…」

// <0317> 静流＿不要
<0317> 静流＿不要

// <0318> 「………」
<0318> 「………」

// <0319> 静流の手が、俺の肩に乗る。
<0319> 静流の手が、俺の肩に乗る。

// <0320> ぐい、と身体を起こされた。
<0320> ぐい、と身体を起こされた。

// <0321> 静流＿不要
<0321> 静流＿不要

// <0322> 「………」
<0322> 「………」

// <0323> 真っ直ぐに俺を見て。
<0323> 真っ直ぐに俺を見て。

// <0324> 笑う。
<0324> 笑う。

// <0325> 大丈夫、という顔だった。
<0325> 大丈夫、という顔だった。

// <0326> 瑚太朗
<0326> 瑚太朗

// <0327> 「………」
<0327> 「………」

// <0328> よしよし、と頭を撫でられる。
<0328> よしよし、と頭を撫でられる。

// <0329> …ああ。
<0329> …ああ。

// <0330> なんて救われる手なんだろう。
<0330> なんて救われる手なんだろう。

// <0331> …良かった。
<0331> …良かった。

// <0332> まだ静流との日々は、続けられる。
<0332> まだ静流との日々は、続けられる。

// <0333> 平穏な二人が、まだ一緒にいることが出来る。
<0333> 平穏な二人が、まだ一緒にいることが出来る。

// <0334> なんだろう。
<0334> なんだろう。

// <0335> 胸が温かくなる。
<0335> 胸が温かくなる。

// <0336> 静流が、胸の中にいる気がする。
<0336> 静流が、胸の中にいる気がする。

// <0337> 瑚太朗
<0337> 瑚太朗

// <0338> （…なんだろう）
<0338> （…なんだろう）

// <0339> おかしな感覚だ。
<0339> おかしな感覚だ。

// <0340> …ありがとう、瑚太朗。
<0340> …ありがとう、瑚太朗。

// <0341> 瑚太朗
<0341> 瑚太朗

// <0342> 「？」
<0342> 「？」

// <0343> 何か、声が響いたような気がする。
<0343> 何か、声が響いたような気がする。

// <0344> 瑚太朗
<0344> 瑚太朗

// <0345> 「静流、今何か言ったか？」
<0345> 「静流、今何か言ったか？」

// <0346> 静流
<0346> 静流

// <0347> 「………」
<0347> 「………」

// <0348> ぶんぶんと首を横に振る。
<0348> ぶんぶんと首を横に振る。

// <0349> 瑚太朗
<0349> 瑚太朗

// <0350> 「そうか？」
<0350> 「そうか？」

// <0351> …首を横に振る静流は、一瞬寂しそうな顔を見せた。
<0351> …首を横に振る静流は、一瞬寂しそうな顔を見せた。

// <0352> 瑚太朗
<0352> 瑚太朗

// <0353> （…俺が後遺症で、幻聴でも聞こえてんじゃないかとか心配させてるのか？）
<0353> （…俺が後遺症で、幻聴でも聞こえてんじゃないかとか心配させてるのか？）

// <0354> だとしたら、余計なことなんか言わないほうがいい。
<0354> だとしたら、余計なことなんか言わないほうがいい。

// <0355> 瑚太朗
<0355> 瑚太朗

// <0356> 「あ、そういや…まだこれ使ってくれてんだな」
<0356> 「あ、そういや…まだこれ使ってくれてんだな」

// <0357> これ？　と静流がアイポットを手に取る。
<0357> これ？　と静流がアイポットを手に取る。

// <0358> 瑚太朗
<0358> 瑚太朗

// <0359> 「そうそう」
<0359> 「そうそう」

// <0360> 静流＿不要
<0360> 静流＿不要

// <0361> 「………」
<0361> 「………」

// <0362> 親指を立てる。
<0362> 親指を立てる。

// <0363> すっかり音楽ジャンキーになっていた。
<0363> すっかり音楽ジャンキーになっていた。

// <0364> 瑚太朗
<0364> 瑚太朗

// <0365> 「そーかそーか」
<0365> 「そーかそーか」

// <0366> 画面を覗き込むと、聴いているのは少し前のポップスだったみたいだ。
<0366> 画面を覗き込むと、聴いているのは少し前のポップスだったみたいだ。

// <0367> こういうのが好みか。
<0367> こういうのが好みか。

// <0368> 瑚太朗
<0368> 瑚太朗

// <0369> 「だったらこういうのはどうよ」
<0369> 「だったらこういうのはどうよ」

// <0370> 横から選曲して片方のイヤホンをもらう。
<0370> 横から選曲して片方のイヤホンをもらう。

// <0371> 瑚太朗
<0371> 瑚太朗

// <0372> 「ああ、これこれ」
<0372> 「ああ、これこれ」

// <0373> 懐かしい。
<0373> 懐かしい。

// <0374> 中学の思い出がよみがえってきて、ちょっとセンチになる。
<0374> 中学の思い出がよみがえってきて、ちょっとセンチになる。

// <0375> 静流＿不要
<0375> 静流＿不要

// <0376> 「………」
<0376> 「………」

// <0377> 瑚太朗
<0377> 瑚太朗
