// <0000> 瑚太朗
<0080> 「ボイスチェンジャーという魔学的な術法よ」

// <0081> 瑚太朗
<0081> 瑚太朗

// <0082> 「波形とかを使用した１００％科学的な所業だと思うんすけど…」
<0082> 「波形とかを使用した１００％科学的な所業だと思うんすけど…」

// <0083> ともあれ、今度こそみんなで現地へ。
<0083> ともあれ、今度こそみんなで現地へ。

// <0084> 瑚太朗
<0084> 瑚太朗

// <0085> 「ヒデエな…」
<0085> 「ヒデエな…」

// <0086> 周囲にはポリ袋やペットボトルに木材、挙句の果てに冷蔵庫や洗濯機までが打ち捨てられていた。
<0086> 周囲にはポリ袋やペットボトルに木材、挙句の果てに冷蔵庫や洗濯機までが打ち捨てられていた。

// <0087> 瑚太朗
<0087> 瑚太朗

// <0088> 「缶の類はないんだな」
<0088> 「缶の類はないんだな」

// <0089> 朱音
<0089> 朱音

// <0090> 「拾う人がいるのよ」
<0090> 「拾う人がいるのよ」

// <0091> 瑚太朗
<0091> 瑚太朗

// <0092> 「あー、なる」
<0092> 「あー、なる」

// <0093> 小鳥
<0093> 小鳥

// <0094> 「でも、ここまでになるなんて…」
<0094> 「でも、ここまでになるなんて…」

// <0095> 小鳥
<0095> 小鳥

// <0096> 「犯人が異星人なら、ここで暮らすために集めているのかも…」
<0096> 「犯人が異星人なら、ここで暮らすために集めているのかも…」

// <0097> 瑚太朗
<0097> 瑚太朗

// <0098> 「グッド！　これは異星人が夢のマイホームをここに築くための足がかりというわけだな！」
<0098> 「グッド！　これは異星人が夢のマイホームをここに築くための足がかりというわけだな！」

// <0099> 小鳥
<0099> 小鳥

// <0100> 「決まりだねっ」
<0100> 「決まりだねっ」

// <0101> 朱音
<0101> 朱音

// <0102> 「不法投棄…」
<0102> 「不法投棄…」

// <0103> ルチア
<0103> ルチア

// <0104> 「そこはどうでもいいが、ここは著しく景観を壊している」
<0104> 「そこはどうでもいいが、ここは著しく景観を壊している」

// <0105> ルチア
<0105> ルチア

// <0106> 「私はずっとそれに心を痛めていたところだ…」
<0106> 「私はずっとそれに心を痛めていたところだ…」

// <0107> 瑚太朗
<0107> 瑚太朗

// <0108> 「野郎…うちのメンバーにまで心理攻撃を…」
<0108> 「野郎…うちのメンバーにまで心理攻撃を…」

// <0109> ルチア
<0109> ルチア

// <0110> 「いやお前ムリヤリオカルト化しようとしてないか」
<0110> 「いやお前ムリヤリオカルト化しようとしてないか」

// <0111> 瑚太朗
<0111> 瑚太朗

// <0112> 「しかし…確かに俺たちの街にこんな場所があるのはな…景観もそうだが、正直この辺臭う」
<0112> 「しかし…確かに俺たちの街にこんな場所があるのはな…景観もそうだが、正直この辺臭う」

// <0113> ちはや
<0113> ちはや

// <0114> 「つまりー」
<0114> 「つまりー」

// <0115> ちはや
<0115> ちはや

// <0116> 「これをどかせばいいんですね」
<0116> 「これをどかせばいいんですね」

// <0117> ルチア
<0117> ルチア

// <0118> 「単純に言うが、私達でこんなものをどうこうできると思うのか？」
<0118> 「単純に言うが、私達でこんなものをどうこうできると思うのか？」

// <0119> ちはや
<0119> ちはや

// <0120> 「む…」
<0120> 「む…」

// <0121> 瑚太朗
<0121> 瑚太朗

// <0122> 「よし、早速ちはや砲で吹き飛ばしてくれ」
<0122> 「よし、早速ちはや砲で吹き飛ばしてくれ」

// <0123> ちはや
<0123> ちはや

// <0124> 「出来ますかっ！！」
<0124> 「出来ますかっ！！」

// <0125> ルチア
<0125> ルチア

// <0126> 「ちはや砲がないとすると、どうするか」
<0126> 「ちはや砲がないとすると、どうするか」

// <0127> ちはや
<0127> ちはや

// <0128> 「こんなの持ち運んでけばいいじゃないですか」
<0128> 「こんなの持ち運んでけばいいじゃないですか」

// <0129> ひょい、と冷蔵庫を持ち上げる。
<0129> ひょい、と冷蔵庫を持ち上げる。

// <0130> ルチア
<0130> ルチア

// <0131> 「できるかっ！」
<0131> 「できるかっ！」

// <0132> ちはや
<0132> ちはや

// <0133> 「出来てるじゃないですかっ！！」
<0133> 「出来てるじゃないですかっ！！」

// <0134> 瑚太朗
<0134> 瑚太朗

// <0135> 「ちはやよ…残念だが人類はお前ほどのパワーを秘めてはいないのだ…」
<0135> 「ちはやよ…残念だが人類はお前ほどのパワーを秘めてはいないのだ…」

// <0136> ちはや
<0136> ちはや

// <0137> 「私も人類ですっ！！」
<0137> 「私も人類ですっ！！」

// <0138> 瑚太朗
<0138> 瑚太朗

// <0139> 「まあ、ちはやは置いておいて、確かにどうにかしたいところだな」
<0139> 「まあ、ちはやは置いておいて、確かにどうにかしたいところだな」

// <0140> 静流
<0140> 静流

// <0141> 「………」
<0141> 「………」

// <0142> 瑚太朗
<0142> 瑚太朗

// <0143> 「ん、どうした」
<0143> 「ん、どうした」

// <0144> 静流の視線の先。
<0144> 静流の視線の先。

// <0145> オッサンがパンを食っている。
<0145> オッサンがパンを食っている。

// <0146> オッサン
<0146> オッサン

// <0147> 「あーらよっと」
<0147> 「あーらよっと」

// <0148> そして手にあったペットボトル、パンの袋ゴミを投げ捨てる。
<0148> そして手にあったペットボトル、パンの袋ゴミを投げ捨てる。

// <0149> 静流
<0149> 静流

// <0150> 「………」
<0150> 「………」

// <0151> 静流
<0151> 静流

// <0152> 「あれはおそらく…」
<0152> 「あれはおそらく…」

// <0153> 瑚太朗
<0153> 瑚太朗

// <0154> 「テメエが異星人かぁーーーっ！！」
<0154> 「テメエが異星人かぁーーーっ！！」

// <0155> オッサン
<0155> オッサン

// <0156> 「あぁん？　なんじゃこの小僧」
<0156> 「あぁん？　なんじゃこの小僧」

// <0157> 静流
<0157> 静流

// <0158> 「コタロー！　残念だがこの人はただのおじさんだ！！」
<0158> 「コタロー！　残念だがこの人はただのおじさんだ！！」

// <0159> 瑚太朗
<0159> 瑚太朗

// <0160> 「なんだとぅ…」
<0160> 「なんだとぅ…」

// <0161> 静流
<0161> 静流

// <0162> 「だが、悪いおじさんだ」
<0162> 「だが、悪いおじさんだ」

// <0163> 瑚太朗
<0163> 瑚太朗

// <0164> 「テメエこのやろう！　悪いおじさんめぇーーーッ！！」
<0164> 「テメエこのやろう！　悪いおじさんめぇーーーッ！！」

// <0165> 静流
<0165> 静流

// <0166> 「よせコタロー！　悪いおじさんを殴ってはいけない！！」
<0166> 「よせコタロー！　悪いおじさんを殴ってはいけない！！」

// <0167> ちはや
<0167> ちはや

// <0168> 「暴力はいけませんよボーリョクはっ」
<0168> 「暴力はいけませんよボーリョクはっ」

// <0169> ちはやに止められる。全く動けない。
<0169> ちはやに止められる。全く動けない。

// <0170> オッサン
<0170> オッサン

// <0171> 「ガキが…かまってられるか」
<0171> 「ガキが…かまってられるか」

// <0172> 瑚太朗
<0172> 瑚太朗

// <0173> 「あんた今、ゴミこんなとこに捨てただろ！！　それが積もり積もってこの始末だ！！」
<0173> 「あんた今、ゴミこんなとこに捨てただろ！！　それが積もり積もってこの始末だ！！」

// <0174> オッサン
<0174> オッサン

// <0175> 「けっ、くだらねえ」
<0175> 「けっ、くだらねえ」

// <0176> オッサン
<0176> オッサン

// <0177> 「こんなもんそのうち行政方が撤去すんだろ」
<0177> 「こんなもんそのうち行政方が撤去すんだろ」

// <0178> 声＿吉野
<0178> 声＿吉野

// <0179> 「ほーう」
<0179> 「ほーう」

// <0180> オッサン
<0180> オッサン

// <0181> 「うっ」
<0181> 「うっ」

// <0182> 吉野
<0182> 吉野

// <0183> 「ならば行政が執行してやるぜ。ここらはオレのシマ、オレのシマじゃオレが法律だ」
<0183> 「ならば行政が執行してやるぜ。ここらはオレのシマ、オレのシマじゃオレが法律だ」

// <0184> オッサン
<0184> オッサン

// <0185> 「ひっ…キ、キング！！　ウルフのキング！」
<0185> 「ひっ…キ、キング！！　ウルフのキング！」

// <0186> 吉野
<0186> 吉野

// <0187> 「わかったら行きな」
<0187> 「わかったら行きな」

// <0188> 吉野
<0188> 吉野

// <0189> 「テメエのクソの始末ぐれえはテメエでしろや」
<0189> 「テメエのクソの始末ぐれえはテメエでしろや」

// <0190> オッサン
<0190> オッサン

// <0191> 「は、はいっ！！」
<0191> 「は、はいっ！！」

// <0192> …オッサンはゴミを拾い上げ、走り去っていった。
<0192> …オッサンはゴミを拾い上げ、走り去っていった。

// <0193> 吉野
<0193> 吉野

// <0194> 「ちッ、くだらねえやつが増えたぜ」
<0194> 「ちッ、くだらねえやつが増えたぜ」

// <0195> 瑚太朗
<0195> 瑚太朗

// <0196> 「吉野…！！」
<0196> 「吉野…！！」

// <0197> 吉野
<0197> 吉野

// <0198> 「ヘッ、礼ならいらねえ…オレはオレの礼儀に従って動いたまでだ…」
<0198> 「ヘッ、礼ならいらねえ…オレはオレの礼儀に従って動いたまでだ…」

// <0199> 瑚太朗
<0199> 瑚太朗

// <0200> 「お前、ウルフのキングとか言われて恥ずかしくないのか…！！」
<0200> 「お前、ウルフのキングとか言われて恥ずかしくないのか…！！」

// <0201> 吉野
<0201> 吉野

// <0202> 「るっせぇーーっ！！　何を恥じる必要があんだオレはウルフのキングだ文句あっかぁーーッ！！！」
<0202> 「るっせぇーーっ！！　何を恥じる必要があんだオレはウルフのキングだ文句あっかぁーーッ！！！」

// <0203> 瑚太朗
<0203> 瑚太朗

// <0204> 「いやいや、そっちの印象が強すぎて思わず口走っちまっただけだ。許せ」
<0204> 「いやいや、そっちの印象が強すぎて思わず口走っちまっただけだ。許せ」

// <0205> 吉野
<0205> 吉野

// <0206> 「テメエ…いつか潰す」
<0206> 「テメエ…いつか潰す」

// <0207> 小鳥
<0207> 小鳥

// <0208> 「でも良かったよ。瑚太朗君じゃ暴力沙汰になりかねなかったからね」
<0208> 「でも良かったよ。瑚太朗君じゃ暴力沙汰になりかねなかったからね」

// <0209> 瑚太朗
<0209> 瑚太朗

// <0210> 「一般ピープルには手出ししませんとも」
<0210> 「一般ピープルには手出ししませんとも」

// <0211> ルチア
<0211> ルチア

// <0212> 「お前最初思いっきり異星人扱いして殴りかかっていたじゃないか…」
<0212> 「お前最初思いっきり異星人扱いして殴りかかっていたじゃないか…」

// <0213> 瑚太朗
<0213> 瑚太朗

// <0214> 「ともあれ、感謝だ。お礼に飛びっきりカッコイイ通り名を俺が考えてやるよ。ウルフのキングじゃあんまりだもんな」
<0214> 「ともあれ、感謝だ。お礼に飛びっきりカッコイイ通り名を俺が考えてやるよ。ウルフのキングじゃあんまりだもんな」

// <0215> 吉野
<0215> 吉野

// <0216> 「うぜえ。どうでもいい」
<0216> 「うぜえ。どうでもいい」

// <0217> ルーツ・ダーク
<0217> ルーツ・ダーク

// <0218> モースト・エヴィル
<0218> モースト・エヴィル

// <0219> 全てを倒す者
<0219> 全てを倒す者

// <0220> 瑚太朗
<0220> 瑚太朗

// <0221> 「ルーツ・ダークというのはどうだろう」
<0221> 「ルーツ・ダークというのはどうだろう」

// <0222> 吉野
<0222> 吉野

// <0223> 「ほう…テメエにしちゃ中々小粋なネーミングじゃねえか」
<0223> 「ほう…テメエにしちゃ中々小粋なネーミングじゃねえか」

// <0224> 吉野
<0224> 吉野

// <0225> 「そうだ…オレは闇に生きる男。ルーツから光を浴びずに生きていく、な…」
<0225> 「そうだ…オレは闇に生きる男。ルーツから光を浴びずに生きていく、な…」

// <0226> 静流
<0226> 静流

// <0227> 「直訳するとネクラ…」
<0227> 「直訳するとネクラ…」

// <0228> 瑚太朗
<0228> 瑚太朗

// <0229> 「ああっ、おまえ超ネクラだよ！！」
<0229> 「ああっ、おまえ超ネクラだよ！！」

// <0230> 吉野
<0230> 吉野

// <0231> 「馬鹿にしてんのかテメェーーッ！！」
<0231> 「馬鹿にしてんのかテメェーーッ！！」

// <0232> 瑚太朗
<0232> 瑚太朗

// <0233> 「モースト・エヴィルというのはどうだろう」
<0233> 「モースト・エヴィルというのはどうだろう」

// <0234> 吉野
<0234> 吉野

// <0235> 「へッ…そうだな。オレはいつでもエヴィルだ」
<0235> 「へッ…そうだな。オレはいつでもエヴィルだ」

// <0236> 吉野
<0236> 吉野

// <0237> 「他者には寄り付くことも出来ない邪の存在、最高のワルだぜ…！！」
<0237> 「他者には寄り付くことも出来ない邪の存在、最高のワルだぜ…！！」

// <0238> 静流
<0238> 静流

// <0239> 「直訳すると『最悪』」
<0239> 「直訳すると『最悪』」

// <0240> 瑚太朗
<0240> 瑚太朗

// <0241> 「ああっ、おまえ超最悪だよ！！」
<0241> 「ああっ、おまえ超最悪だよ！！」

// <0242> 吉野
<0242> 吉野

// <0243> 「馬鹿にしてんのかテメェーッ！！」
<0243> 「馬鹿にしてんのかテメェーッ！！」

// <0244> 瑚太朗
<0244> 瑚太朗

// <0245> 「全てを倒す者…バスター・オールというのはどうだろう」
<0245> 「全てを倒す者…バスター・オールというのはどうだろう」

// <0246> 吉野
<0246> 吉野

// <0247> 「……！」
<0247> 「……！」

// <0248> 吉野
<0248> 吉野

// <0249> 「テメエにしちゃジョリー・グッドなネーミングじゃねえか…」
<0249> 「テメエにしちゃジョリー・グッドなネーミングじゃねえか…」

// <0250> なんだジョリー・グッドって。
<0250> なんだジョリー・グッドって。

// <0251> 吉野
<0251> 吉野

// <0252> 「バスター・オール…オレにふさわしい名だ」
<0252> 「バスター・オール…オレにふさわしい名だ」

// <0253> 吉野
<0253> 吉野

// <0254> 「そうだ…オレは、目の前に立ちふさがるもの全てを叩き伏せてきた。この拳でな」
<0254> 「そうだ…オレは、目の前に立ちふさがるもの全てを叩き伏せてきた。この拳でな」

// <0255> 吉野
<0255> 吉野

// <0256> 「名実ともにバスター・オールの名が相応しいぜ…！！」
<0256> 「名実ともにバスター・オールの名が相応しいぜ…！！」

// <0257> 瑚太朗
<0257> 瑚太朗

// <0258> 「気に入ってくれたか」
<0258> 「気に入ってくれたか」

// <0259> 静流
<0259> 静流

// <0260> 「早口で言うと『バスタオル』」
<0260> 「早口で言うと『バスタオル』」

// <0261> 瑚太朗
<0261> 瑚太朗

// <0262> 「ああっ！　おまえ超バスタオルだよ！！」
<0262> 「ああっ！　おまえ超バスタオルだよ！！」

// <0263> 吉野
<0263> 吉野

// <0264> 「ブッ飛ばすぞテメエーッ！！」
<0264> 「ブッ飛ばすぞテメエーッ！！」

// <0265> 瑚太朗
<0265> 瑚太朗

// <0266> 「その決め台詞も『ジェットばすぞテメエ』にしてみたらどうだろう」
<0266> 「その決め台詞も『ジェットばすぞテメエ』にしてみたらどうだろう」

// <0267> 静流
<0267> 静流

// <0268> 「なんという凄まじい吹っ飛び感なのか…」
<0268> 「なんという凄まじい吹っ飛び感なのか…」

// <0269> 吉野
<0269> 吉野

// <0270> 「馬鹿にしやがってクソが…！！」
<0270> 「馬鹿にしやがってクソが…！！」

// <0271> 吉野
<0271> 吉野

// <0272> 「くだらねえことで時間使っちまった…オレは行くぜ」
<0272> 「くだらねえことで時間使っちまった…オレは行くぜ」

// <0273> 瑚太朗
<0273> 瑚太朗

// <0274> 「待て待て。折角だから手伝ってくれよ」
<0274> 「待て待て。折角だから手伝ってくれよ」

// <0275> 吉野
<0275> 吉野

// <0276> 「んだ？　オレがてめえらと仲良しこよしでゴミ漁りでもしろってか？」
<0276> 「んだ？　オレがてめえらと仲良しこよしでゴミ漁りでもしろってか？」

// <0277> 瑚太朗
<0277> 瑚太朗

// <0278> 「そうだ。見返りだってある」
<0278> 「そうだ。見返りだってある」

// <0279> 吉野
<0279> 吉野

// <0280> 「…フン」
<0280> 「…フン」

// <0281> 小鳥
<0281> 小鳥

// <0282> 「ちょ、ちょっと瑚太朗君…見返りなんてあるの？」
<0282> 「ちょ、ちょっと瑚太朗君…見返りなんてあるの？」

// <0283> 瑚太朗
<0283> 瑚太朗

// <0284> 「部室にうまい棒三十本入りがあった…アレできっと喜んでもらえる」
<0284> 「部室にうまい棒三十本入りがあった…アレできっと喜んでもらえる」

// <0285> 小鳥
<0285> 小鳥

// <0286> 「うわぁ本気でそう言ってるならちょっと吉野くん安く見過ぎだよ」
<0286> 「うわぁ本気でそう言ってるならちょっと吉野くん安く見過ぎだよ」

// <0287> 吉野
<0287> 吉野

// <0288> 「読めたぜ。オカルトだなんだと言ってるが、テメエのやってるこたあ、埋蔵金探索か」
<0288> 「読めたぜ。オカルトだなんだと言ってるが、テメエのやってるこたあ、埋蔵金探索か」

// <0289> 瑚太朗
<0289> 瑚太朗

// <0290> 「いや、埋蔵金って言うか…」
<0290> 「いや、埋蔵金って言うか…」

// <0291> 吉野
<0291> 吉野

// <0292> 「宝探したあ、ロマンのあることじゃねえか」
<0292> 「宝探したあ、ロマンのあることじゃねえか」

// <0293> 瑚太朗
<0293> 瑚太朗

// <0294> 「えーと」
<0294> 「えーと」

// <0295> 朱音
<0295> 朱音

// <0296> 「…確かに。過去にも数百万単位の遺失物がこうした現場から発見された例は数多い」
<0296> 「…確かに。過去にも数百万単位の遺失物がこうした現場から発見された例は数多い」

// <0297> 瑚太朗
<0297> 瑚太朗

// <0298> 「へー」
<0298> 「へー」

// <0299> 朱音
<0299> 朱音

// <0300> 「有名なのが１９８０年の１億円拾得事件。当時の物価は多少今より安かったから、大事件ね」
<0300> 「有名なのが１９８０年の１億円拾得事件。当時の物価は多少今より安かったから、大事件ね」

// <0301> 瑚太朗
<0301> 瑚太朗

// <0302> 「いや、今でも十分大事件だろう」
<0302> 「いや、今でも十分大事件だろう」

// <0303> 朱音
<0303> 朱音

// <0304> 「１９８９年には同じ地区から１億円と９０００万円が竹やぶから見つかっているわ」
<0304> 「１９８９年には同じ地区から１億円と９０００万円が竹やぶから見つかっているわ」

// <0305> 瑚太朗
<0305> 瑚太朗

// <0306> 「すげえ！　宝くじじゃねえかっ」
<0306> 「すげえ！　宝くじじゃねえかっ」

// <0307> 朱音
<0307> 朱音

// <0308> 「脱税金だと申告があったみたいで、結局発見者の手には全額は行かなかったみたいだけどね」
<0308> 「脱税金だと申告があったみたいで、結局発見者の手には全額は行かなかったみたいだけどね」

// <0309> 朱音
<0309> 朱音

// <0310> 「それでも一割はもらえるわけだから…」
<0310> 「それでも一割はもらえるわけだから…」

// <0311> 瑚太朗
<0311> 瑚太朗

// <0312> 「一千万…」
<0312> 「一千万…」

// <0313> 朱音
<0313> 朱音

// <0314> 「一億ならね」
<0314> 「一億ならね」

// <0315> 朱音
<0315> 朱音

// <0316> 「ちなみに所得税はバッチリ取られるわよ」
<0316> 「ちなみに所得税はバッチリ取られるわよ」

// <0317> 吉野
<0317> 吉野

// <0318> 「いいだろう…ここのゴミの撤去だな？　協力してやろうじゃねえか」
<0318> 「いいだろう…ここのゴミの撤去だな？　協力してやろうじゃねえか」

// <0319> 吉野
<0319> 吉野

// <0320> 「勘違いするんじゃねえ。オレは金が目的でも、テメエらと仲良しごっこするのが目的でもねえ…」
<0320> 「勘違いするんじゃねえ。オレは金が目的でも、テメエらと仲良しごっこするのが目的でもねえ…」

// <0321> 吉野
<0321> 吉野

// <0322> 「ロマンよ。そのためにオレは動くのさ」
<0322> 「ロマンよ。そのためにオレは動くのさ」

// <0323> 瑚太朗
<0323> 瑚太朗

// <0324> 「ロマンか…」
<0324> 「ロマンか…」

// <0325> 吉野
<0325> 吉野

// <0326> 「テメエみてえなクソ野郎でも、男のロマンってやつは持ち合わせてたみてえだな」
<0326> 「テメエみてえなクソ野郎でも、男のロマンってやつは持ち合わせてたみてえだな」

// <0327> 瑚太朗
<0327> 瑚太朗

// <0328> 「そうだな。宝探しといえば、いつだってワクワクする」
<0328> 「そうだな。宝探しといえば、いつだってワクワクする」

// <0329> 吉野
<0329> 吉野

// <0330> 「そうよ。ガキの頃から変わらねえ。男のロマンよ」
<0330> 「そうよ。ガキの頃から変わらねえ。男のロマンよ」

// <0331> 瑚太朗
<0331> 瑚太朗

// <0332> 「そうだな。あるかわかんねえけど、こういうのは探してる最中が楽しいもんだしな」
<0332> 「そうだな。あるかわかんねえけど、こういうのは探してる最中が楽しいもんだしな」

// <0333> 吉野
<0333> 吉野

// <0334> 「理解（わか）ってるじゃねえか。そういうもんよ」
<0334> 「理解（わか）ってるじゃねえか。そういうもんよ」

// <0335> 瑚太朗
<0335> 瑚太朗

// <0336> 「もし見つかったらおまえの親御さんにも楽させてやれるしな」
<0336> 「もし見つかったらおまえの親御さんにも楽させてやれるしな」

// <0337> 吉野
<0337> 吉野

// <0338> 「ああ。オレの両親にゃ苦労掛けてばっかで、高校の入学金だって…」
<0338> 「ああ。オレの両親にゃ苦労掛けてばっかで、高校の入学金だって…」

// <0339> 吉野
<0339> 吉野

// <0340> 「………」
<0340> 「………」

// <0341> 吉野
<0341> 吉野

// <0342> 「ジェットばすぞテメェーッ！！」
<0342> 「ジェットばすぞテメェーッ！！」

// <0343> 瑚太朗
<0343> 瑚太朗

// <0344> 「使ってくれた！？」
<0344> 「使ってくれた！？」

// <0345> 静流
<0345> 静流

// <0346> 「なんという凄まじい吹っ飛び感なのか…」
<0346> 「なんという凄まじい吹っ飛び感なのか…」

// <0347> 吉野
<0347> 吉野

// <0348> 「るせぇッ！　響きでつい言っちまっただけだッ！！」
<0348> 「るせぇッ！　響きでつい言っちまっただけだッ！！」

