// <0000> 瑚太朗
<0112> 「ただのジャイアンリサイタルだ」

// <0113> 
<0113> 

// <0114> ちはや
<0114> ちはや

// <0115> 「あ、近所の小学生が歌うんですね」
<0115> 「あ、近所の小学生が歌うんですね」

// <0116> ちはや
<0116> ちはや

// <0117> 「ちょっと聞いていきましょう」
<0117> 「ちょっと聞いていきましょう」

// <0118> 瑚太朗
<0118> 瑚太朗

// <0119> 「マジか…」
<0119> 「マジか…」

// <0120> 
<0120> 

// <0121> ボーエーという音が響き渡る。
<0121> ボーエーという音が響き渡る。

// <0122> 瑚太朗
<0122> 瑚太朗

// <0123> 「きついわ…」
<0123> 「きついわ…」

// <0124> ちはや
<0124> ちはや

// <0125> 「ちょっといい感じですね」
<0125> 「ちょっといい感じですね」

// <0126> 瑚太朗
<0126> 瑚太朗

// <0127> 「マジか」
<0127> 「マジか」

// <0128> 
<0128> 

// <0129> 恐竜は神経伝わるのが遅くて反応も感覚も鈍いとか聞いたことあるが…。
<0129> 恐竜は神経伝わるのが遅くて反応も感覚も鈍いとか聞いたことあるが…。

// <0130> 瑚太朗
<0130> 瑚太朗

// <0131> 「俺にはもうきつい…早く行こう」
<0131> 「俺にはもうきつい…早く行こう」

// <0132> 
<0132> 

// <0133> ■マッピー／既読■　ID:
<0133> ■マッピー／既読■　ID:

// <0134>  (Z
<0134>  (Z

// <0135> -
<0135> -

// <0136> ■マッピー／コンプリート■
<0136> ■マッピー／コンプリート■

// <0137> ちはや
<0137> ちはや

// <0138> 「…あのマスクの人、一体…」
<0138> 「…あのマスクの人、一体…」

// <0139> 瑚太朗
<0139> 瑚太朗

// <0140> 「ただのご当地レスラー『Ｗ．Ｇ（ワンダフルジャイアント）カザマツリ』だ」
<0140> 「ただのご当地レスラー『Ｗ．Ｇ（ワンダフルジャイアント）カザマツリ』だ」

// <0141> ちはや
<0141> ちはや

// <0142> 「日常のように語ってますけど全然そういう感じじゃないような」
<0142> 「日常のように語ってますけど全然そういう感じじゃないような」

// <0143> 瑚太朗
<0143> 瑚太朗

// <0144> 「ちびっ子たちのヒーローだ。ちはやが関わると子供たちの夢を壊す気がする…」
<0144> 「ちびっ子たちのヒーローだ。ちはやが関わると子供たちの夢を壊す気がする…」

// <0145> 瑚太朗
<0145> 瑚太朗

// <0146> 「ひとまず離れよう」
<0146> 「ひとまず離れよう」

// <0147> 
<0147> 

// <0148> 瑚太朗
<0148> 瑚太朗

// <0149> 「やっぱりサインだけもらっていこう」
<0149> 「やっぱりサインだけもらっていこう」

// <0150> 瑚太朗
<0150> 瑚太朗

// <0151> 「すみません！　サインください！」
<0151> 「すみません！　サインください！」

// <0152> 
<0152> 

// <0153> Ｗ．Ｇ
<0153> Ｗ．Ｇ

// <0154> 「ヨロコンデ！」
<0154> 「ヨロコンデ！」

// <0155> 瑚太朗
<0155> 瑚太朗

// <0156> 「紳士だ」
<0156> 「紳士だ」

// <0157> 
<0157> 

// <0158> Ｗ．Ｇ
<0158> Ｗ．Ｇ

// <0159> 「メアドありますんで、応援メールくださいね！」
<0159> 「メアドありますんで、応援メールくださいね！」

// <0160> 瑚太朗
<0160> 瑚太朗

// <0161> 「さすが地域密着型レスラーだ」
<0161> 「さすが地域密着型レスラーだ」

// <0162> ■友達■　ID:
<0162> ■友達■　ID:

// <0163> 　NO:
<0163> 　NO:

// <0164> 
<0164> 

// <0165> Ｗ．Ｇカザマツリのアドレスをゲットした！
<0165> Ｗ．Ｇカザマツリのアドレスをゲットした！

// <0166> 瑚太朗
<0166> 瑚太朗

// <0167> 「アッミーゴ！」
<0167> 「アッミーゴ！」

// <0168> 
<0168> 

// <0169> Ｗ．Ｇ
<0169> Ｗ．Ｇ

// <0170> 「その呼吸…新技を思いついたぞ！」
<0170> 「その呼吸…新技を思いついたぞ！」

// <0171> Ｗ．Ｇカザマツリが新たな技『アッミーゴ・バスター』を編み出した！
<0171> Ｗ．Ｇカザマツリが新たな技『アッミーゴ・バスター』を編み出した！

// <0172> 瑚太朗
<0172> 瑚太朗

// <0173> 「俺の人生と全く関係のないところで何かが動いたようだ…」
<0173> 「俺の人生と全く関係のないところで何かが動いたようだ…」

// <0174> 
<0174> 

// <0175> Ｗ．Ｇ
<0175> Ｗ．Ｇ

// <0176> 「ありがとう。君は風祭学院の生徒だな？　何か面白い話を探してるなら、これを上げよう」
<0176> 「ありがとう。君は風祭学院の生徒だな？　何か面白い話を探してるなら、これを上げよう」

// <0177> ネタ『僕こそ正真正銘の超能力者です』を入手した！
<0177> ネタ『僕こそ正真正銘の超能力者です』を入手した！

// <0178> 瑚太朗
<0178> 瑚太朗

// <0179> 「ありがとうＷ．Ｇ！」
<0179> 「ありがとうＷ．Ｇ！」

// <0180> 
<0180> 

// <0181> 瑚太朗
<0181> 瑚太朗

// <0182> 「人生ってわからんな」
<0182> 「人生ってわからんな」

// <0183> 
<0183> 

// <0184> ■マッピー／既読■　ID:
<0184> ■マッピー／既読■　ID:

// <0185>  (Z
<0185>  (Z

// <0186> -
<0186> -

// <0187> ■マッピー／コンプリート■
<0187> ■マッピー／コンプリート■

// <0188> 瑚太朗
<0188> 瑚太朗

// <0189> 「はっ！？　あれは…」
<0189> 「はっ！？　あれは…」

// <0190> ちはや
<0190> ちはや

// <0191> 「なんです？」
<0191> 「なんです？」

// <0192> 瑚太朗
<0192> 瑚太朗

// <0193> 「いや…」
<0193> 「いや…」

// <0194> 瑚太朗
<0194> 瑚太朗

// <0195> （バナナの皮がこんなところに落ちているとは…！）
<0195> （バナナの皮がこんなところに落ちているとは…！）

// <0196> 瑚太朗
<0196> 瑚太朗

// <0197> （ちはやがすっころんでちらりと何かが見えその後俺がぶっ飛ばされる未来が見える…！）
<0197> （ちはやがすっころんでちらりと何かが見えその後俺がぶっ飛ばされる未来が見える…！）

// <0198> 瑚太朗
<0198> 瑚太朗

// <0199> （避けて通るが無難か…）
<0199> （避けて通るが無難か…）

// <0200> 
<0200> 

// <0201> 瑚太朗
<0201> 瑚太朗

// <0202> 「いくのかよ！」
<0202> 「いくのかよ！」

// <0203> ちはや
<0203> ちはや

// <0204> 「いきますよ！　なんなんですか突然！」
<0204> 「いきますよ！　なんなんですか突然！」

// <0205> 瑚太朗
<0205> 瑚太朗

// <0206> 「いや…ならば仕方ない」
<0206> 「いや…ならば仕方ない」

// <0207> 瑚太朗
<0207> 瑚太朗

// <0208> （どかしておきたいところだが、いつのだか、ついでに誰が食ったかもわからんようなもんに触りたくはない…）
<0208> （どかしておきたいところだが、いつのだか、ついでに誰が食ったかもわからんようなもんに触りたくはない…）

// <0209> 瑚太朗
<0209> 瑚太朗

// <0210> 「ならば…こうだ！」
<0210> 「ならば…こうだ！」

// <0211> 
<0211> 

// <0212> 瑚太朗
<0212> 瑚太朗

// <0213> 「うおおおおおおおーーーっ！！」
<0213> 「うおおおおおおおーーーっ！！」

// <0214> すってーーん！
<0214> すってーーん！

// <0215> 瑚太朗
<0215> 瑚太朗

// <0216> 「ぐわあっ！　バナナの皮にすべってすっころんじまったーい！」
<0216> 「ぐわあっ！　バナナの皮にすべってすっころんじまったーい！」

// <0217> ちはや
<0217> ちはや

// <0218> 「ぷっ、何してるんですか瑚太朗」
<0218> 「ぷっ、何してるんですか瑚太朗」

// <0219> 瑚太朗
<0219> 瑚太朗

// <0220> 「正直ちょっとすべるだけのつもりが、ガチですっころんでしまった…バナナの皮は危険だな」
<0220> 「正直ちょっとすべるだけのつもりが、ガチですっころんでしまった…バナナの皮は危険だな」

// <0221> ちはや
<0221> ちはや

// <0222> 「大丈夫ですかー」
<0222> 「大丈夫ですかー」

// <0223> 
<0223> 

// <0224> すってーーん。
<0224> すってーーん。

// <0225> ちはや
<0225> ちはや

// <0226> 「はうっ」
<0226> 「はうっ」

// <0227> 瑚太朗
<0227> 瑚太朗

// <0228> 「人が引っかかったトラップに敢えてまた引っかかる馬鹿がどこにおるかぁーっ！」
<0228> 「人が引っかかったトラップに敢えてまた引っかかる馬鹿がどこにおるかぁーっ！」

// <0229> 
<0229> 

// <0230> 瑚太朗
<0230> 瑚太朗

// <0231> 「バナナの皮を見たらその先は地獄があると思え」
<0231> 「バナナの皮を見たらその先は地獄があると思え」

// <0232> ちはや
<0232> ちはや

// <0233> 「そんな大げさな…」
<0233> 「そんな大げさな…」

// <0234> 
<0234> 

// <0235> ■マッピー／既読■　ID:
<0235> ■マッピー／既読■　ID:

// <0236>  (Z
<0236>  (Z

// <0237> -
<0237> -

// <0238> ■マッピー／コンプリート■
<0238> ■マッピー／コンプリート■

// <0239> ちはや
<0239> ちはや

// <0240> 「なんですここ？」
<0240> 「なんですここ？」

// <0241> 瑚太朗
<0241> 瑚太朗

// <0242> 「畑だ。公共の農業地だよ」
<0242> 「畑だ。公共の農業地だよ」

// <0243> ちはや
<0243> ちはや

// <0244> 「こーきょー？」
<0244> 「こーきょー？」

// <0245> 瑚太朗
<0245> 瑚太朗

// <0246> 「市に申請したら使わせてもらえるんだってさ。結構この辺のおじさんおばさんが使ってる」
<0246> 「市に申請したら使わせてもらえるんだってさ。結構この辺のおじさんおばさんが使ってる」

// <0247> ちはや
<0247> ちはや

// <0248> 「へー、いいですね」
<0248> 「へー、いいですね」

// <0249> 
<0249> 

// <0250> 瑚太朗
<0250> 瑚太朗

// <0251> 「そういやガキの頃、ここのトマトとかつまみ食いして怒られたっけな…」
<0251> 「そういやガキの頃、ここのトマトとかつまみ食いして怒られたっけな…」

// <0252> 瑚太朗
<0252> 瑚太朗

// <0253> 「お前も人様のもんとか食うんじゃないぞ」
<0253> 「お前も人様のもんとか食うんじゃないぞ」

// <0254> 
<0254> 

// <0255> 『そんな子供じゃありませんっ！』とかいう反応を期待していたところ。
<0255> 『そんな子供じゃありませんっ！』とかいう反応を期待していたところ。

// <0256> ちはや
<0256> ちはや

// <0257> 「ふぁい？」
<0257> 「ふぁい？」

// <0258> 
<0258> 

// <0259> もうもぐもぐしていた。
<0259> もうもぐもぐしていた。

// <0260> 瑚太朗
<0260> 瑚太朗

// <0261> 「おいいいっ！！　何してんだテメェーっ！！！」
<0261> 「おいいいっ！！　何してんだテメェーっ！！！」

// <0262> ちはや
<0262> ちはや

// <0263> 「いえ美味しそうだったので」
<0263> 「いえ美味しそうだったので」

// <0264> 
<0264> 

// <0265> おじさん
<0265> おじさん

// <0266> 「コラーーーッ！！」
<0266> 「コラーーーッ！！」

// <0267> 瑚太朗
<0267> 瑚太朗

// <0268> 「やべえ！　逃げろ！！」
<0268> 「やべえ！　逃げろ！！」

// <0269> 瑚太朗
<0269> 瑚太朗

// <0270> 「てか俺らいくつだぁーっ！！」
<0270> 「てか俺らいくつだぁーっ！！」

// <0271> 
<0271> 

// <0272> 瑚太朗
<0272> 瑚太朗

// <0273> 「正直に謝るのか…」
<0273> 「正直に謝るのか…」

// <0274> 瑚太朗
<0274> 瑚太朗

// <0275> 「ごめんなさい」
<0275> 「ごめんなさい」

// <0276> ちはや
<0276> ちはや

// <0277> 「ごめんなさい」
<0277> 「ごめんなさい」

// <0278> 
<0278> 

// <0279> おじさん
<0279> おじさん

// <0280> 「もうするなよ」
<0280> 「もうするなよ」

// <0281> ちはや
<0281> ちはや

// <0282> 「はい…」
<0282> 「はい…」

// <0283> ちはや
<0283> ちはや

// <0284> 「でも、美味しそうだったので…」
<0284> 「でも、美味しそうだったので…」

// <0285> 
<0285> 

// <0286> おじさん
<0286> おじさん

// <0287> 「美味しそうだからって、人様のもん取っちゃいかん」
<0287> 「美味しそうだからって、人様のもん取っちゃいかん」

// <0288> ちはや
<0288> ちはや

// <0289> 「そのとおりです…ごめんなさい…」
<0289> 「そのとおりです…ごめんなさい…」

// <0290> 
<0290> 

// <0291> おじさん
<0291> おじさん

// <0292> 「見たところなんだ、この辺のもんじゃないなこの子は」
<0292> 「見たところなんだ、この辺のもんじゃないなこの子は」

// <0293> 瑚太朗
<0293> 瑚太朗

// <0294> 「最近引っ越してきたお嬢様でして」
<0294> 「最近引っ越してきたお嬢様でして」

// <0295> 
<0295> 

// <0296> おじさん
<0296> おじさん

// <0297> 「なに？　そういえば、そんな話を聞いたことが…」
<0297> 「なに？　そういえば、そんな話を聞いたことが…」

// <0298> おじさん
<0298> おじさん

// <0299> 「ふむ…」
<0299> 「ふむ…」

// <0300> ちはや
<0300> ちはや

// <0301> 「？」
<0301> 「？」

// <0302> 
<0302> 

// <0303> おじさん
<0303> おじさん

// <0304> 「仕方がない。これを持って行きなさい」
<0304> 「仕方がない。これを持って行きなさい」

// <0305> おじさん
<0305> おじさん

// <0306> 「もうするんじゃないぞ」
<0306> 「もうするんじゃないぞ」

// <0307> ちはや
<0307> ちはや

// <0308> 「わあ、ありがとうございますー」
<0308> 「わあ、ありがとうございますー」

// <0309> 
<0309> 

// <0310> ちはやは袋いっぱいのトマトを手に入れた。
<0310> ちはやは袋いっぱいのトマトを手に入れた。

// <0311> 瑚太朗
<0311> 瑚太朗

// <0312> 「良かったな…」
<0312> 「良かったな…」

// <0313> ちはや
<0313> ちはや

// <0314> 「帰ったら食べましょう」
<0314> 「帰ったら食べましょう」

// <0315> 
<0315> 

// <0316> ちはや
<0316> ちはや

// <0317> 「せっかくなのでお手伝いします」
<0317> 「せっかくなのでお手伝いします」

// <0318> 
<0318> 

// <0319> おじさん
<0319> おじさん

// <0320> 「いや、力仕事だぞ」
<0320> 「いや、力仕事だぞ」

// <0321> ちはや
<0321> ちはや

// <0322> 「これ抜くんですね」
<0322> 「これ抜くんですね」

// <0323> 
<0323> 

// <0324> ずぼずぼ。
<0324> ずぼずぼ。

// <0325> おじさん
<0325> おじさん

// <0326> 「…何もんだい、あのお嬢様…」
<0326> 「…何もんだい、あのお嬢様…」

// <0327> 瑚太朗
<0327> 瑚太朗

// <0328> 「さあ…」
<0328> 「さあ…」

// <0329> 
<0329> 

// <0330> おじさん
<0330> おじさん

// <0331> 「はぁー、金持ちは違うのかね…」
<0331> 「はぁー、金持ちは違うのかね…」

// <0332> 瑚太朗
<0332> 瑚太朗

// <0333> 「違うと思いますが…」
<0333> 「違うと思いますが…」

// <0334> 
<0334> 

// <0335> ちはや
<0335> ちはや

// <0336> 「もう手伝うことはないそうです」
<0336> 「もう手伝うことはないそうです」

// <0337> 瑚太朗
<0337> 瑚太朗

// <0338> 「じゃあ行くか…」
<0338> 「じゃあ行くか…」

// <0339> 
<0339> 

// <0340> ■マッピー／既読■　ID:
<0340> ■マッピー／既読■　ID:

// <0341>  (Z
<0341>  (Z

// <0342> -
<0342> -

// <0343> ■マッピー／コンプリート■
<0343> ■マッピー／コンプリート■

// <0344> 美少年
<0344> 美少年

// <0345> 「君、天王寺君だろ」
<0345> 「君、天王寺君だろ」

// <0346> 瑚太朗
<0346> 瑚太朗

// <0347> 「そうだけど…誰？」
<0347> 「そうだけど…誰？」

// <0348> 
<0348> 

// <0349> 美少年
<0349> 美少年

// <0350> 「君と同じ道を歩む者とだけ、言っておこうか…ボーイ」
<0350> 「君と同じ道を歩む者とだけ、言っておこうか…ボーイ」

// <0351> そいつはきざったらしく言った。
<0351> そいつはきざったらしく言った。

// <0352> ハナワ君みたいだった。
<0352> ハナワ君みたいだった。

// <0353> 瑚太朗
<0353> 瑚太朗

// <0354> 「用事、なに」
<0354> 「用事、なに」

// <0355> 
<0355> 

// <0356> 美少年
<0356> 美少年

// <0357> 「みなまで言わせるのかい…」
<0357> 「みなまで言わせるのかい…」

// <0358> 瑚太朗
<0358> 瑚太朗

// <0359> 「つか、なんも言ってないんだけど」
<0359> 「つか、なんも言ってないんだけど」

// <0360> 
<0360> 

// <0361> 美少年
<0361> 美少年

// <0362> 「人には聞かれたくない話だからね。そう簡単には話せないよ」
<0362> 「人には聞かれたくない話だからね。そう簡単には話せないよ」

// <0363> 面倒だな…
<0363> 面倒だな…

// <0364> ちはや
<0364> ちはや

// <0365> 「誰です？」
<0365> 「誰です？」

// <0366> 瑚太朗
<0366> 瑚太朗

// <0367> 「いや、全然知らないやつだが…」
<0367> 「いや、全然知らないやつだが…」

// <0368> 瑚太朗
<0368> 瑚太朗

// <0369> 「じゃ、俺はこれで。連れもいるし」
<0369> 「じゃ、俺はこれで。連れもいるし」

// <0370> 
<0370> 

// <0371> 美少年
<0371> 美少年

// <0372> 「ちょっと待って！」
<0372> 「ちょっと待って！」

// <0373> 美少年
<0373> 美少年

// <0374> 「君は辛抱強さが足りないようだね…」
<0374> 「君は辛抱強さが足りないようだね…」

// <0375> 瑚太朗
<0375> 瑚太朗

// <0376> 「変なやつから逃げたいだけなんだけど」
<0376> 「変なやつから逃げたいだけなんだけど」

// <0377> 
<0377> 

// <0378> 美少年
<0378> 美少年

// <0379> 「仕方ないな…」
<0379> 「仕方ないな…」

// <0380> きょろきょろと周囲を見渡す。
<0380> きょろきょろと周囲を見渡す。

// <0381> そして背負ったバッグから、本を数冊取り出した。
<0381> そして背負ったバッグから、本を数冊取り出した。

// <0382> 美少年
<0382> 美少年

// <0383> 「こいつを見てくれ」
<0383> 「こいつを見てくれ」

// <0384> ちはやからは見えない角度で本を見せられる。
<0384> ちはやからは見えない角度で本を見せられる。

// <0385> 瑚太朗
<0385> 瑚太朗

// <0386> 「こ、これは…！？」
<0386> 「こ、これは…！？」

// <0387> 
<0387> 

// <0388> えろほんだった。
<0388> えろほんだった。

// <0389> ちはや
<0389> ちはや

// <0390> 「？」
<0390> 「？」

// <0391> 瑚太朗
<0391> 瑚太朗

// <0392> 「わりいちはや、ちょっと待っててくれ！」
<0392> 「わりいちはや、ちょっと待っててくれ！」

// <0393> 瑚太朗
<0393> 瑚太朗

// <0394> 「ちはやに見られるわけにはいかねぇ…どれどれ」
<0394> 「ちはやに見られるわけにはいかねぇ…どれどれ」

// <0395> 瑚太朗
<0395> 瑚太朗

// <0396> 「こいつはぁ！　どれもランクＢ以上だ！　すげえ！」
<0396> 「こいつはぁ！　どれもランクＢ以上だ！　すげえ！」

// <0397> 
<0397> 

// <0398> 美少年
<0398> 美少年

// <0399> 「ふっ、やっとわかってくれたか」
<0399> 「ふっ、やっとわかってくれたか」

// <0400> 瑚太朗
<0400> 瑚太朗

// <0401> 「こんな本、どうやって手に入れたんだ？」
<0401> 「こんな本、どうやって手に入れたんだ？」

// <0402> 
<0402> 

// <0403> 美少年
<0403> 美少年

// <0404> 「君と同じ方法で、とだけ言っておこうか」
<0404> 「君と同じ方法で、とだけ言っておこうか」

// <0405> 瑚太朗
<0405> 瑚太朗

// <0406> 「じゃあ…おまえも道で拾った系か」
<0406> 「じゃあ…おまえも道で拾った系か」

// <0407> 
<0407> 

// <0408> 美少年
<0408> 美少年

// <0409> 「こんなえろい本、とても本屋では買えないからね」
<0409> 「こんなえろい本、とても本屋では買えないからね」

// <0410> 美少年
<0410> 美少年

// <0411> 「僕らのような童顔ボーイだとしっかり年齢確認されてしまうのが、この街で唯一の不満点さ」
<0411> 「僕らのような童顔ボーイだとしっかり年齢確認されてしまうのが、この街で唯一の不満点さ」

// <0412> 瑚太朗
<0412> 瑚太朗

// <0413> 「だよな、だよな」
<0413> 「だよな、だよな」

// <0414> 
<0414> 

// <0415> 俺たちは見つめ合う。
<0415> 俺たちは見つめ合う。

// <0416> 目には見えないが、通じるものがあった。
<0416> 目には見えないが、通じるものがあった。

// <0417> 美少年
<0417> 美少年

// <0418> 「どうやら、僕の目に間違いはなさそうだ」
<0418> 「どうやら、僕の目に間違いはなさそうだ」

// <0419> 美少年
<0419> 美少年

// <0420> 「お互い、店で買うことも、ネット通販もできない身の上…」
<0420> 「お互い、店で買うことも、ネット通販もできない身の上…」

// <0421> 瑚太朗
<0421> 瑚太朗

// <0422> 「だけどネットでちまちま拾うエロ画像では、どうも落ち着かない…」
<0422> 「だけどネットでちまちま拾うエロ画像では、どうも落ち着かない…」

// <0423> 
<0423> 

// <0424> また俺たちは見つめ合った。
<0424> また俺たちは見つめ合った。

// <0425> 熱かった。
<0425> 熱かった。

// <0426> がっし、と手を繋ぐ。
<0426> がっし、と手を繋ぐ。

// <0427> 美少年
<0427> 美少年

// <0428> 「心の友よ」
<0428> 「心の友よ」

// <0429> 美少年
<0429> 美少年

// <0430> 「道に落ちてるえろほんってのはさ、一種の前衛芸術なんだよ」
<0430> 「道に落ちてるえろほんってのはさ、一種の前衛芸術なんだよ」

// <0431> 美少年
<0431> 美少年

// <0432> 「そのちょっとうらぶれた雰囲気からして、最高でたまらないんだ。このことを、みんなわかっちゃくれない」
<0432> 「そのちょっとうらぶれた雰囲気からして、最高でたまらないんだ。このことを、みんなわかっちゃくれない」

// <0433> 瑚太朗
<0433> 瑚太朗

// <0434> 「同感だ、兄弟」
<0434> 「同感だ、兄弟」

// <0435> 
<0435> 

// <0436> 美少年
<0436> 美少年

// <0437> 「僕は一生を、この道に捧げたいんだ」
<0437> 「僕は一生を、この道に捧げたいんだ」

// <0438> 瑚太朗
<0438> 瑚太朗

